"","text","page","method","year"
"2846","DORR, RCBERT E. A., 203 Broadway.",140,"hathi",1899
"2847","        Mail and Express Co., President and Director.",140,"hathi",1899
"2848","",140,"hathi",1899
"2849","                            DIRECTORY OP DIRECTORS.                      141",141,"hathi",1899
"2850","",141,"hathi",1899
"2851","DORRANCE, JOHN     G., 27 William Street.",141,"hathi",1899
"2852","       Automatic Telephone Construction Co., President and Director.",141,"hathi",1899
"2853","       Smith-Vassar Telephone Co., Vice-President and Director.",141,"hathi",1899
"2854","DOSCHER, CLAUS, 33 Grand Street, Brooklyn.",141,"hathi",1899
"2855","       North Side Bank, Brooklyn, Director.",141,"hathi",1899
"2856","DOSCHER, JOHN, 114 West Thirtieth Street.",141,"hathi",1899
"2857","       Electro Cyanide Gold and Silver Extracting Co., The, President and Di",141,"hathi",1899
"2858","           rector.",141,"hathi",1899
"2859","       Rooney & Otten Printing Co., President and Director.",141,"hathi",1899
"2860","       Standard Terra Cotta Co., Director.",141,"hathi",1899
"2861","DOTY, ETHAN ALLEN, 70 Duane Street.",141,"hathi",1899
"2862","       Fifth Avenue Bank, Brooklyn, Director.",141,"hathi",1899
"2863","       Franklin Safe Deposit Co., Brooklyn, Director.",141,"hathi",1899
"2864","       Journeay & Burnham, Vice-President and Director.",141,"hathi",1899
"2865","       Kings County Refrigerating Co., Vice-President and Director.",141,"hathi",1899
"2866","DOTY, JOSEPH     G.,   12-16   John    Street.",141,"hathi",1899
"2867","       American Turquoise Co., Director.",141,"hathi",1899
"2868","DOUBLEDAY, F. N., 141 East Twenty-fifth Street.",141,"hathi",1899
"2869","       Doubleday & McClure Co., President and Director.",141,"hathi",1899
"2870","       S. S. McClure Co., The, Vice-President and Director.",141,"hathi",1899
"2871","DOUBLEDAY, G., 26 Cortlandt Street.",141,"hathi",1899
"2872","       Ingersoll-Sergeant Drill Co., The, Treasurer and Director.",141,"hathi",1899
"2873","DOUGAN, PETER, 10 Spruce Street.",141,"hathi",1899
"2874","       Ripans Chemical Co., The, Secretary and Director.",141,"hathi",1899
"2875","DOUGHERTY, C. H. A., 68 Wall Street.",141,"hathi",1899
"2876","       United States Export Association, Director.",141,"hathi",1899
"2877","DOUGHERTY, J. A., 118 Piospect Place, Brooklyn.",141,"hathi",1899
"2878","       American Distributing Co., Director.",141,"hathi",1899
"2879","DOUGHERTY, J. HAMPDEN, 7 Nassau Street.",141,"hathi",1899
"2880","       N. Y. Commercial Co., Director.",141,"hathi",1899
"2881","DOUGHERTY, WILLIAM, 2 Lafayette Place.",141,"hathi",1899
"2882","       Egg Baking Powder Co., President and Director.",141,"hathi",1899
"2883","DOUGLAS, GEORGE B., 100 William Street.",141,"hathi",1899
"2884","       George B. Douglas Trading Co., President and Director.",141,"hathi",1899
"2885","DOUGLAS, JAMES,        99   John   Street.",141,"hathi",1899
"2886","        Arizona & Southeastern R.R., President and Director.",141,"hathi",1899
"2887","        Commercial Mining Co., President and Director.",141,"hathi",1899
"2888","        Copper Queen Consolidated Mining Co., President and Director.",141,"hathi",1899
"2889","        Detroit Copper Mining Co. of Arizona, President and Director.",141,"hathi",1899
"2890","        Montezuma Copper Co., President and Director.",141,"hathi",1899
"2891","        United Globe Mines, President and Director.",141,"hathi",1899
"2892","DOUGLAS, JOHN B., 100 William Street.",141,"hathi",1899
"2893","        George B. Douglas Trading Co., Secretary and Director.",141,"hathi",1899
"2894","DOUGLAS, WILLIAM H., 253 Broadway.",141,"hathi",1899
"2895","        Eaton, Cole & Burnham Co., The, Secretary and Director.",141,"hathi",1899
"2896","DOUGLAS, WILLIAM L., 114 Fulton Street.",141,"hathi",1899
"2897","        W. L. Douglas Shoe Co., President and Director.",141,"hathi",1899
"2898","DOUGLAS, WILLIAM P., 234 Broadway.",141,"hathi",1899
"2899","        Greenwich Insurance Co., Director.",141,"hathi",1899
"2900","        North River Insurance Co., Director.",141,"hathi",1899
"2901","DOUGLASS, ROBERT DUN, 555 Pearl Street.",141,"hathi",1899
"2902","        Rapid Addressing Machine Co., Secretary and Director.",141,"hathi",1899
"2903","DOUR. JOHN F., 369 Canal Street.",141,"hathi",1899
"2904","        Atlas Loan Co., Director.",141,"hathi",1899
"2905","DOUTHIRT, W. F., 40 Wall Street.",141,"hathi",1899
"2906","        Syracuse Gas Co., Vice-President and Director.",141,"hathi",1899
"2907","DOUTY, FRANK S., 23 Broad Street.",141,"hathi",1899
"2908","        Pacific Improvement Co., Secretary and Director.",141,"hathi",1899
"2909","        Southern Pacific Coast Railway Co., Director.",141,"hathi",1899
"2910","        Southern Pacific R.R. Co. of Arizona, Secretary and Director.",141,"hathi",1899
"2911","                                  [Continued.]",141,"hathi",1899
"2912","",141,"hathi",1899
"2913","142",142,"hathi",1899
"2914","",142,"hathi",1899
"2915","       Southern Pacific R.R. Co. of California, Director.",142,"hathi",1899
"2916","       Southern Pacific R.R. Co. of New Mexico, Director.",142,"hathi",1899
"2917","DOUTY, HARRY W., 30 Broad Street.",142,"hathi",1899
"2918","       Central N. J. Land Improvement Co., Director.",142,"hathi",1899
"2919","       Garwood Land and Improvement Co., Secretary and Director.",142,"hathi",1899
"2920","DOW, FREDERIC G., 192 Broadway.",142,"hathi",1899
"2921","       American Hard Rubber Co., Director.",142,"hathi",1899
"2922","       British Hosiery Co., Director.",142,"hathi",1899
"2923","       Corbin Cabinet Lock Co., Director.",142,"hathi",1899
"2924","       P. and F. Corbin, of N. Y., Vice-President and Director.",142,"hathi",1899
"2925","       U. T. Hungerford Brass and Copper Co., Director.",142,"hathi",1899
"2926","DOWD, HEMAN, 25 Nassau Street.",142,"hathi",1899
"2927","       Flemington Coal & Coke Co., Director.",142,"hathi",1899
"2928","       N. Y. Mutual Savings & Loan Association, Director.",142,"hathi",1899
"2929","       South Yuba Water Co., Director.",142,"hathi",1899
"2930","DOWD, OLNEY B., 204 West Eighty-tirst Street.",142,"hathi",1899
"2931","       Cumberland Coal and Lumber Co., Director.",142,"hathi",1899
"2932","DOWD, WILLIAM, 15 Wall Street.",142,"hathi",1899
"2933","       American Surety Co., Trustee.",142,"hathi",1899
"2934","       Bowery Savings Bank, Trustee.",142,"hathi",1899
"2935","       National Bank of North America, Assistant Cashier and Director.",142,"hathi",1899
"2936","       Southwest Coal and Improvement Co., Director.",142,"hathi",1899
"2937","       South Yuba Water Co., Director.",142,"hathi",1899
"2938","DOWD, WYLLYS E., 871 Broadway.",142,"hathi",1899
"2939","       Whiting Manufacturing Co., Secretary and Director.",142,"hathi",1899
"2940","DOWNES, SAMUEL B., 329 Washington Street.",142,"hathi",1899
"2941","       Irving National Bank, Director.",142,"hathi",1899
"2942","DOWNES, WILLIAM E., 280 Broadway.",142,"hathi",1899
"2943","       Ousatonic Water Co., President and Director.",142,"hathi",1899
"2944","DOWNEY, CAIRN-CROSS, 1619 Broadway.",142,"hathi",1899
"2945","       J. B. Brewster & Co., President and Director.",142,"hathi",1899
"2946","DOWNEY, JOHN, 410 West Thirty-fourth Street.",142,"hathi",1899
"2947","       Greenwich Bank, Director.",142,"hathi",1899
"2948","       Greenwich Savings Bank, Trustee.",142,"hathi",1899
"2949","       Real Estate Trust Co., Trustee.",142,"hathi",1899
"2950","DOWNING, CHARLES, 79 Hamilton Avenue, Brooklyn.",142,"hathi",1899
"2951","       Bank of Jamaica, Director.",142,"hathi",1899
"2952","       Jamaica Savings Bank, Trustee.",142,"hathi",1899
"2953","DOWNING, GEORGE H., 58 Liberty Street.",142,"hathi",1899
"2954","       Defender Fire Extinguisher Co., Secretary and Director.",142,"hathi",1899
"2955","DOWNING, LEWIS, JR., 120 West Thirtieth Street.",142,"hathi",1899
"2956","       Abbot-Downing Co., President and Director.",142,"hathi",1899
"2957","       Loan & Trust Savings Bank, Vice-President and Trustee",142,"hathi",1899
"2958","       National State Capital Bank, President and Director.",142,"hathi",1899
"2959","DOWNS, GEORGE E., 15 Broad Street.",142,"hathi",1899
"2960","       Alamo Coal Co., Director.",142,"hathi",1899
"2961","       Fuete Coal Co., Director.",142,"hathi",1899
"2962","DOWNS, LOREN N., 33 Wall Street.",142,"hathi",1899
"2963","       Michigan Traction Co., President and Director.",142,"hathi",1899
"2964","DOWNS, WALLACE A., 403 East Forty-seventh Street.",142,"hathi",1899
"2965","       Mixer Ice Machine Co., Secretary and Director.",142,"hathi",1899
"2966","DOWS, TRACY, Produce Exchange.",142,"hathi",1899
"2967","       Chicago, Rock Island & Pacific R.R. Co., Director.",142,"hathi",1899
"2968","       National Electric Car Lighting Co., Director.",142,"hathi",1899
"2969","DOWSE, WILLIAM B., foot Grand Street.",142,"hathi",1899
"2970","       N. Y. Insulated Wire Co., Director.",142,"hathi",1899
"2971","DOYLE, EDWARD P.. 32 Nassau Street.",142,"hathi",1899
"2972","       Aquahonga Land Company, Director.",142,"hathi",1899
"2973","       Consumers' Gas Company, Secretary and Director.",142,"hathi",1899
"2974","       Manor P.irk Land Company, Director.",142,"hathi",1899
"2975","                                  [Continued.]",142,"hathi",1899
"2976","",142,"hathi",1899
"2977","                         DIRECTORY OP DIRECTORS                                  143",143,"hathi",1899
"2978","",143,"hathi",1899
"2979","         N. J. & S. I. Ferry Co., President and Director.",143,"hathi",1899
"2980","         N. Y. & S. I. Electric Co., Director.",143,"hathi",1899
"2981","         Northfield Building, Loan and Savings Association, Secretary and Trustee.",143,"hathi",1899
"2982","         Prohibition Park Building, Loan and Savings Association, Trustee.",143,"hathi",1899
"2983","         Staten Island Independent Publishing Co., Director.",143,"hathi",1899
"2984","DOYLE, JAMES, 52 John Street.",143,"hathi",1899
"2985","        N. Y. Produce Exchange, Member of Board of Managers.",143,"hathi",1899
"2986","          S. M. Robins Co., Secretary and Director.",143,"hathi",1899
"2987","DOYLE, JOHN,     38 West One Hundred and Twenty-fifth Street.",143,"hathi",1899
"2988","          Charles Thomas Manufacturing Co., Treasurer and Director.",143,"hathi",1899
"2989","DOYLE,   JOHN F., 45 William Street.",143,"hathi",1899
"2990","          Real Estate Exchange and Auction Room, Director.",143,"hathi",1899
"2991","         United States Savings Bank, Trustee.",143,"hathi",1899
"2992","DRAKE, CHARLES M.,       11 Broadway.",143,"hathi",1899
"2993","         North American Trust Co., Trustee.",143,"hathi",1899
"2994","DRAKE,   CHARLES W., 52 Broadway.",143,"hathi",1899
"2995","         Bath & Hammondsport R.R. Co., President and Director.",143,"hathi",1899
"2996","         Lake Keuka Navigation Co., President, Treasurer and Director.",143,"hathi",1899
"2997","         North American Trust Co., Director.",143,"hathi",1899
"2998","         Provident Savings Life Assurance Society, Director.",143,"hathi",1899
"2999","         Trustees of the Masonic Hall and Asylum Fund, Trustee.",143,"hathi",1899
"3000","DRAKE,   EDWARD A., 29 Broadway.",143,"hathi",1899
"3001","         Edison, Jr., Electric Light and Power Co., Director.",143,"hathi",1899
"3002","                              '",143,"hathi",1899
"3003","         German American Investment Co., Director.",143,"hathi",1899
"3004","         Panama R.R. Co., Second Vice-President, Secretary and Director.    .",143,"hathi",1899
"3005","         San Domingo Improvement Co., Director.",143,"hathi",1899
"3006","DRAKE, EDWARD J.,         99   Reade   Street.",143,"hathi",1899
"3007","          A. Banyon Co., Director.",143,"hathi",1899
"3008","         C.",143,"hathi",1899
"3009","DRAKE, GEORGE A., 38 New Street.",143,"hathi",1899
"3010","       Imperial Electric Lamp Co., Director.",143,"hathi",1899
"3011","DRAKE, HERBERT H., 3 Broad Street.",143,"hathi",1899
"3012","       Peoria, Decatur & Evansville Railway Co., Director.",143,"hathi",1899
"3013","DRAKE, NEWMAN E., 36 West One Hundred and Thirty-fifth Street.",143,"hathi",1899
"3014","       N. E. Drake Baking Co., President and Director.",143,"hathi",1899
"3015","DRAKE, SIMEON J., 540 Madison Avenue.",143,"hathi",1899
"3016","       Manhattan Life Insurance Co., Director.",143,"hathi",1899
"3017","DRAPER, CHARLES A., 56 Beaver Street.",143,"hathi",1899
"3018","       Pecksport Connecting Railway, Director.",143,"hathi",1899
"3019","DRAPER, DANIEL. 152 Front Street.",143,"hathi",1899
"3020","       Draper Manufacturing Co., President       and Director.",143,"hathi",1899
"3021","DRAPER, JAMES E., 150 Nassau Street.",143,"hathi",1899
"3022","        Schwab Manufacturing Co., Secretary, Treasurer and Director.",143,"hathi",1899
"3023","        Web Press Printing and Mailing Co., Secretary, Treasurer and Director.",143,"hathi",1899
"3024","DRAPER, WILLIAM H., 19 East Forty-seventh Street.",143,"hathi",1899
"3025","       Trustees of Columbia College in the City of New York, Trustee.",143,"hathi",1899
"3026","DREHER, HIRAM X, 80 Cortlandt Street.",143,"hathi",1899
"3027","        Dreher Grease and Oil Co., President and Director.",143,"hathi",1899
"3028","DREIER, CARL, 211 Produce Exchange.",143,"hathi",1899
"3029","       W. J. Wiicox Lard and Refining Co., The, Director.",143,"hathi",1899
"3030","DREIER, WILLIAM, 18 West Thirtieth Street.",143,"hathi",1899
"3031","        Lichtenstein Millinery Co., Secretary and Director.",143,"hathi",1899
"3032","DRESSEL, JOHN A. H., 153 Hull Street, Brooklyn.",143,"hathi",1899
"3033","        National Sportsmen's Association, Secretary, Treasurer and Director.",143,"hathi",1899
"3034","        Sportsmen's Association, Secretary and Director.",143,"hathi",1899
"3035","DREY, MAX,    186-18S   Franklin   Street.",143,"hathi",1899
"3036","       Congress Brewing Co. (Limited). Treasurer, Secretary and Director.",143,"hathi",1899
"3037","       Cook & Bernheimer Co., Vice-President and Director.",143,"hathi",1899
"3038","       Standard Paint Co., Vice-President and Director.",143,"hathi",1899
"3039","DREYFUS, THEODORE W., 22 John Street.",143,"hathi",1899
"3040","       American Patent Diamond Dop Co., Secretary and Director.",143,"hathi",1899
"3041","",143,"hathi",1899
"3042","144          THE AUDIT COMPANY OF NEW YORK.",144,"hathi",1899
"3043","DREYFUSS,    BERNARD, Amsterdam Avenue, cor. West One Hundred and Twenty-",144,"hathi",1899
"3044","  eighth Street.",144,"hathi",1899
"3045","         Liebig Malt Extract Co., President and Director.",144,"hathi",1899
"3046","DRIGGS, CLIFFORD V., 291 Waverly Avenue, Brooklyn.",144,"hathi",1899
"3047","        H. P. Read Lead Works of Brooklyn, Treasurer and Director.",144,"hathi",1899
"3048","DRIGGS, LOUIS L., 120 Liberty Street.",144,"hathi",1899
"3049","        Driggs-Seabury Gun and Ammunition Co., Director.",144,"hathi",1899
"3050","DRIGGS, MARSHALL S., 150 Broadway.        .",144,"hathi",1899
"3051","        American Bond & Mortgage Co., Director.",144,"hathi",1899
"3052","        First National Bank of Brooklyn, Director.",144,"hathi",1899
"3053","        International Banking & Trust Co., Director.",144,"hathi",1899
"3054","         National Surety Co., Director.",144,"hathi",1899
"3055","        Williamsburg City Fire Insurance Co., President and Director.",144,"hathi",1899
"3056","        Williamsburg Trust Co., Director.",144,"hathi",1899
"3057","DRIGGS, SILAS W., 130 Pearl Street.",144,"hathi",1899
"3058","        Williamsburg City Fire Insurance Co., Director.",144,"hathi",1899
"3059","DROGE, NICKOLAS, 10 Newell Street, Brooklyn.",144,"hathi",1899
"3060","        Greenpoint Savings Bank (Brooklyn). Trustee.",144,"hathi",1899
"3061","DROWN, T. PICKERING, 234 Greenwich Street.",144,"hathi",1899
"3062","        Hammerschlag Manufacturing Co., Director.",144,"hathi",1899
"3063","DRUCKER, MORRIS A., 6 East Seventeenth Street.",144,"hathi",1899
"3064","        United States Printing Co., Secretary and Director.",144,"hathi",1899
"3065","DRUMMOND, HARRISON I., 11l Fifth Avenue.",144,"hathi",1899
"3066","        American Tobacco Co., The, Director.",144,"hathi",1899
"3067","        Continental Tobacco Co., First Vice-President and Director.",144,"hathi",1899
"3068","DRUMMOND, I. WYMAN, 101 Fulton Street.",144,"hathi",1899
"3069","        F. W. Devoe & C. T. Raynolds Co., Director.",144,"hathi",1899
"3070","DRURY, JOHN B., 4 Warren Street.",144,"hathi",1899
"3071","        Intelligencer Association, Director.",144,"hathi",1899
"3072","DRYDEN, FORREST F.. 66 Broadway.",144,"hathi",1899
"3073","        Prudential Insurance Co.. Secretary and Director.           ,",144,"hathi",1899
"3074","DRYDEN, JOHN F.. 141 Broadway.",144,"hathi",1899
"3075","        Fidelity Title and Deposit Co., Newark, Vice-President and Director.",144,"hathi",1899
"3076","        Merchants' National Bank, Newark, Director.",144,"hathi",1899
"3077","        North Jersey Street Railway Co., Director.",144,"hathi",1899
"3078","        Prudential Insurance Co., President and Director.",144,"hathi",1899
"3079","        U. S. Casualtv Co., Director.",144,"hathi",1899
"3080","DRYDEN, MEREDITH, 71 Broadway.",144,"hathi",1899
"3081","        Municipal Debenture Co., N. J., Director.",144,"hathi",1899
"3082","        Process Copper and Brass Co., Secretary, Treasurer and Director.",144,"hathi",1899
"3083","DUANE, WILLIAM      J..   59   Wall   Street.",144,"hathi",1899
"3084","        Manhattan General Construction Co., Director.",144,"hathi",1899
"3085","DU BOIS, CHARLES. 119 South Street.",144,"hathi",1899
"3086","        Henry Du Bois' Sons Co., President and Director.",144,"hathi",1899
"3087","DU BOIS, EDWIN W., 119 South Street.",144,"hathi",1899
"3088","        Henry Du Bois' Sons Co.. Director.",144,"hathi",1899
"3089","DU BOIS, FREDERICK L., 135 Hooper Street, Brooklyn.",144,"hathi",1899
"3090","        IT. S. Fire Insurance Co.. Director.",144,"hathi",1899
"3091","        Williamsburg City Fire Insurance Co., Director.",144,"hathi",1899
"3092","DU BOIS, HENRY M., 119 South Street.",144,"hathi",1899
"3093","        Henry Du Bois Sons Co., Director.",144,"hathi",1899
"3094","DU BOIS, JACOB. 119 South Street.",144,"hathi",1899
"3095","        Henry Du Bois Sons Co., Secretary and Director.",144,"hathi",1899
"3096","DU BOIS. O. B., 47 bey Street.",144,"hathi",1899
"3097","        American Extract Supply Co., Secretary and Director.",144,"hathi",1899
"3098","DUBREUIL, PAUL E., 1 Madison Avenue.",144,"hathi",1899
"3099","        Reserve Fund Live Stock Insurance Co., Secretary, General Manager   and",144,"hathi",1899
"3100","            Director.",144,"hathi",1899
"3101","DU BRUL, CYRIAC, Diamond Street, cor. Calyer Street, Brooklyn.",144,"hathi",1899
"3102","        International Feather and Down Co., Director.",144,"hathi",1899
"3103","",144,"hathi",1899
"3104","                       DIRECTORY OF DIRECTORS.                            145",145,"hathi",1899
"3105","",145,"hathi",1899
"3106","DU BRUL, ERNEST A.. 107 Grand Street.",145,"hathi",1899
"3107","        International Feather and Down Co., Director.",145,"hathi",1899
"3108","DTI BRUL, NAPOLEON, 107 Grand Street.",145,"hathi",1899
"3109","        International Feather and Down Co., President and Director.",145,"hathi",1899
"3110","DUCAS, B. P.. 13 Coenties Slip.",145,"hathi",1899
"3111","        B. P. Ducas Co., President, Treasurer and Director.",145,"hathi",1899
"3112","DUCKER, HENRY, 197 Greenpoint Avenue, Brooklyn.",145,"hathi",1899
"3113","        Greenpoint Savings Bank, Brooklyn, Trustee.",145,"hathi",1899
"3114","DUCKER, WILLIAM M., 26 Cortlandt Street.",145,"hathi",1899
"3115","        Ducker Portable House Co., President and Director.",145,"hathi",1899
"3116","DUCKWORTH, W. H., 319 Washington Street.",145,"hathi",1899
"3117","        Chicago, N. Y. & Boston Refrigeration Co., First Vice-President   and",145,"hathi",1899
"3118","            Director.",145,"hathi",1899
"3119","        Irving Savings Institution, Trustee.",145,"hathi",1899
"3120","        Merchants' Refrigerating Co., President and Director.",145,"hathi",1899
"3121","DUDLEY, HENRY L., 27 William Street.",145,"hathi",1899
"3122","        Williams & Clark Fertilizer Co., Director.",145,"hathi",1899
"3123","DUDLEY, JOHN L.. 53 Worth Street.",145,"hathi",1899
"3124","        Citizens' Savings Bank, Trustee.",145,"hathi",1899
"3125","        City Savings Bank, Director.",145,"hathi",1899
"3126","DUDLEY, WILLIAM F., 210 West One Hundred and Twenty-fifth Street.",145,"hathi",1899
"3127","        E. A. Briggs Co., Secretary and Director.",145,"hathi",1899
"3128","DUDLEY, WILLIAM L., 103 West Forty- second Street.",145,"hathi",1899
"3129","        Golfing Co., President and Director.",145,"hathi",1899
"3130","DUER, JAMES G. K.,     53 William Street.",145,"hathi",1899
"3131","        King Granite    Co., President and Director.",145,"hathi",1899
"3132","          Manhattan Beach Co., Director.",145,"hathi",1899
"3133","          Manhattan Beach Hotel and Land Co. (Limited), Director.",145,"hathi",1899
"3134","          Metropolitan FirC Insurance Co., President and Director.",145,"hathi",1899
"3135","          N. Y., Brooklyn & Manhattan Beach Railway Co., Director.",145,"hathi",1899
"3136","DUER,   JOHN, 50 Wall Street.",145,"hathi",1899
"3137","          E. S. Higgins Carpet Co., Director.",145,"hathi",1899
"3138","          Lawyers' Title Insurance Co., Treasurer and Director.",145,"hathi",1899
"3139","         Phoenix Assurance Co., London, Director.",145,"hathi",1899
"3140","DUER. WILLIAM A., 115 Broadway.",145,"hathi",1899
"3141","        Union Trust Co., Trustee.",145,"hathi",1899
"3142","DUFAIS, JOHN, 156 Fifth Avenue.",145,"hathi",1899
"3143","         Tiffany Glass and Decorating Co., Director.",145,"hathi",1899
"3144","DUFF, JOHN J., 127 West One Hundred and Twenty-third Street.",145,"hathi",1899
"3145","        Fairview Stone Crushing Co., Secretary, Treasurer and Director.",145,"hathi",1899
"3146","DUFF, MICHAEL, 2281 Third Avenue.",145,"hathi",1899
"3147","        Harlem Savings Bank, Vice-President and Trustee.",145,"hathi",1899
"3148","DUFFY, CHARLES T.,      318 Broadway.",145,"hathi",1899
"3149","        N. Y. Mortgage Co., The, Director.",145,"hathi",1899
"3150","DUFFY, CORNELIUS F., 649 Hudson Street.",145,"hathi",1899
"3151","        Greenwich Building and Loan Association, Director.",145,"hathi",1899
"3152","DUGRO, P. HENRY, 26 County Court House.",145,"hathi",1899
"3153","        Hotel Savoy, Director.",145,"hathi",1899
"3154","        Union Square Bank, Director.",145,"hathi",1899
"3155","DU JARDIN, ROLAND, 129 East Seventy-sixth Street.",145,"hathi",1899
"3156","        Planophone Co., President and Director.",145,"hathi",1899
"3157","DUKE, ALEXANDER, 85 Stanton Street.",145,"hathi",1899
"3158","        N. Y. and Yonkers Land Improvement Co., Director.",145,"hathi",1899
"3159","DUKE. BENJAMIN N, 513 West Twenty-second Street.",145,"hathi",1899
"3160","        American Tobacco Co., The, Director.",145,"hathi",1899
"3161","DUKE, FRANK, 429 West Twenty-second Street.",145,"hathi",1899
"3162","        N. Y. & Yonkers Land Improvement Co., Director.",145,"hathi",1899
"3163","DUKE, JAMES B., 513 West Twenty-second Street.",145,"hathi",1899
"3164","        American Tobacco Co., The, President and Director.",145,"hathi",1899
"3165","        Continental Tobacco Co., President and Director.",145,"hathi",1899
"3166","        Traders' Fire Insurance Co., Director.",145,"hathi",1899
"3167","",145,"hathi",1899
"3168","146          THE AUDIT COMPANY OF NEW YORK.",146,"hathi",1899
"3169","DUKE, R. T. W., JR.,    120 Broadway.",146,"hathi",1899
"3170","         Kentucky Coal Co., President and Director.",146,"hathi",1899
"3171","        Ohio & Big Sandy Coal Co., President and Director.",146,"hathi",1899
"3172","        Pike County Coal Co., President and Director.",146,"hathi",1899
"3173","        Sabine Development Co., President and Director.",146,"hathi",1899
"3174","DULA, R. B., 11l Fifth Avenue.",146,"hathi",1899
"3175","        Continental Tobacco Co., Director.",146,"hathi",1899
"3176","DULLES, WILLIAM, JR., 141 Broadway.",146,"hathi",1899
"3177","        Appert Glass Co., President and Director.",146,"hathi",1899
"3178","        Electric Boat Co., Secretary, Treasurer and Director.",146,"hathi",1899
"3179","        Holland Torpedo Boat Co., Treasurer and Director.",146,"hathi",1899
"3180","DUMARS, HORACE, 363 Ninth Avenue.",146,"hathi",1899
"3181","        U. S. Candy Co., President and Director.",146,"hathi",1899
"3182","DUMARS, JOSEPH H., 363 Ninth Avenue.",146,"hathi",1899
"3183","        U. S. Candy Co., Secretary and Director.",146,"hathi",1899
"3184","DUMOND, WIILLIAM R., 39 South Street.",146,"hathi",1899
"3185","        Automatic Telephone Construction Co., Treasurer and Director.",146,"hathi",1899
"3186","DUMONT, J. B., 20 Broad Street.",146,"hathi",1899
"3187","        Buffalo, Kenmore & Tonawanda Electric Railway, Director.",146,"hathi",1899
"3188","DUNCAN, A. G., 41 Dey Street.",146,"hathi",1899
"3189","        Payne Engineering Co., Secretary, Treasurer and Director.",146,"hathi",1899
"3190","DUNCAN, ALLAN S., 522 East Twentieth Street.",146,"hathi",1899
"3191","        D. K. Martin Roofing and Manufacturing Co., President and Director.",146,"hathi",1899
"3192","DUNCAN, DAVID B., 1 Broadway.",146,"hathi",1899
"3193","        North River Coal and Wharf Co., Director.",146,"hathi",1899
"3194","        Thomas Lehigh Coal Co., President and Director.",146,"hathi",1899
"3195","DUNCAN, GUSTAVUS A., 64 Irving Place.",146,"hathi",1899
"3196","        Menemsha Clay Co., Secretary and Director.",146,"hathi",1899
"3197","DUNCAN, H. C, 30 Broad Street.",146,"hathi",1899
"3198","        Guyandotti Coal and Coke Co., Director.",146,"hathi",1899
"3199","DUNCAN, H. E., JR., 59 Cedar Street.",146,"hathi",1899
"3200","        Elmira & Horseheads Railway Co., Director.",146,"hathi",1899
"3201","        Elmira Gas and Illuminating Co., Director.",146,"hathi",1899
"3202","        Elmira Illuminating Co., The, Director.",146,"hathi",1899
"3203","        Elmira Municipal Improvement Co., The, Director.",146,"hathi",1899
"3204","        Elmira Waterworks Co., The, Director.",146,"hathi",1899
"3205","        Interstate Fair Grounds, The, Director.",146,"hathi",1899
"3206","DUNCAN, HENRY M., 1615 Broadway.",146,"hathi",1899
"3207","        J. B. Brewster & Co., Treasurer and Director.",146,"hathi",1899
"3208","DUNCAN, LORENZO, 935 Broadway.",146,"hathi",1899
"3209","        N. Y. and N. J. Bridge Co., Director.",146,"hathi",1899
"3210","DUNCAN, STUART, 9 East Sixty-fourth Street.",146,"hathi",1899
"3211","        Franklin Savings Bank, Trustee.",146,"hathi",1899
"3212","DUNCAN, THOMAS, 1 Park Row.",146,"hathi",1899
"3213","        Duncan Co., Treasurer and Director.",146,"hathi",1899
"3214","DUNCAN, WILLIAM BUTLER, 11 Pine Street.",146,"hathi",1899
"3215","        Mobile & Ohio R.R. Co., Director.",146,"hathi",1899
"3216","        Southern and Atlantic Telegraph Co., Director.",146,"hathi",1899
"3217","        U. S. Guarantee Co., Director.",146,"hathi",1899
"3218","DUNCAN, WILLIAM BUTLER, JR., 26 Cortlandt Street.",146,"hathi",1899
"3219","        Interstate Dredging Co., President and Director.",146,"hathi",1899
"3220","DUNCAN, WILLIAM C, 408 East Thirty-fourth Street.",146,"hathi",1899
"3221","        N. Y. Cut Flower Exchange, Treasurer and Director.",146,"hathi",1899
"3222","DUNCAN, WILLIAM H.. 203 Broadway.",146,"hathi",1899
"3223","        North N. Y. Improvement Co., President and Director.",146,"hathi",1899
"3224","        Westchester Co-operative Savings and Loan Association, Director.",146,"hathi",1899
"3225","DUNHAM. BARCLAY, 12 East Fifteenth Street.",146,"hathi",1899
"3226","        Caslon Press, Secretary and Director.",146,"hathi",1899
"3227","        George H. Richmond & Co., Director.",146,"hathi",1899
"3228","",146,"hathi",1899
"3229","                      DIRECTORY OF DIRECTORS.                               147",147,"hathi",1899
"3230","",147,"hathi",1899
"3231","DUNHAM. FRANK J.,     377 Pearl Street.",147,"hathi",1899
"3232","       Dunham Manufacturing Co., Director.",147,"hathi",1899
"3233","       Flemiington Coal & Coke Co., Director.",147,"hathi",1899
"3234","       National Gramophone Co., Director.",147,"hathi",1899
"3235","DUNHAM, HARVEY G., 7 James Slip.",147,"hathi",1899
"3236","       Dunham Manufacturing Co., Director.",147,"hathi",1899
"3237","DUNHAM, JAMES H., 340 Broadway.",147,"hathi",1899
"3238","       American Fire Insurance Co., Director.",147,"hathi",1899
"3239","       Atlantic Mutual Insurance Co., Director.",147,"hathi",1899
"3240","       Central National Bank, Director.",147,"hathi",1899
