"","text","page","method"
"2236","1847         397       G.C.Glyn                             Unopp.",162,"hathi"
"2237","1852         382       G.C.Glyn                             Unopp.",162,"hathi"
"2238","1857         402       G.C.Glyn                             Unopp.",162,"hathi"
"2239","1859         432       G.C.Glyn                             Unopp.",162,"hathi"
"2240","1865         439       G.C. Glyn                            Unopp.",162,"hathi"
"2241","1868       1,884       J.   Whitwell                        Unopp.",162,"hathi"
"2242","1874       1359        J. Whitwell                  L       1,061",162,"hathi"
"2243","                       W.A.F. Saunders              C         470",162,"hathi"
"2244","1880       1,917       J.Whitwell                   L       1 ,118",162,"hathi"
"2245","                       A. Harris                    C         541",162,"hathi"
"2246","[Death]",162,"hathi"
"2247","1880       1,917       J.Cropper                    L        953",162,"hathi"
"2248","(17/12)                A. Harris                    C        653",162,"hathi"
"2249","                                       164",162,"hathi"
"2250","",162,"hathi"
"2251","                                         KlDDERMlNSTER        [94]",163,"hathi"
"2252","Election          Electors              Candidate",163,"hathi"
"2253","1832                390                tR. Godson",163,"hathi"
"2254","                                       tG.R. Philips",163,"hathi"
"2255","1835                383                 G.R. Philips",163,"hathi"
"2256","                                        R. Godson",163,"hathi"
"2257","1837                440                 R. Godson",163,"hathi"
"2258","                                        J.   Bagshaw",163,"hathi"
"2259","1841                482                 R. Godson",163,"hathi"
"2260","                                        S. Ricardo",163,"hathi"
"2261","1847                548                 R. Godson",163,"hathi"
"2262"," [Death]",163,"hathi"
"2263","1849                494                 J.   Best",163,"hathi"
"2264","(5/9)                                  T. Gisborne",163,"hathi"
"2265","1852                495                 R. Lowe",163,"hathi"
"2266","                                       J.    Best",163,"hathi"
"2267","[Appointment    as Vice-President of the Board of Trade]",163,"hathi"
"2268","1855                                    R. Lome",163,"hathi"
"2269","(14/8)",163,"hathi"
"2270","1857               602                 R. Lowe",163,"hathi"
"2271","                                       W. Boycott",163,"hathi"
"2272","1859               487                 A.R. Bristow",163,"hathi"
"2273","                                       J.W. Huddleston",163,"hathi"
"2274","[Resignation]",163,"hathi"
"2275","1862               493                  Hon. L.White",163,"hathi"
"2276","(27/5)                                 J.G. Talbot",163,"hathi"
"2277","1865               612                 A. Grant",163,"hathi"
"2278","                                       Hon. L.White",163,"hathi"
"2279","1868             2,323t                T. Lea",163,"hathi"
"2280","                                       W.T. Makins",163,"hathi"
"2281","1874             3,394                 A. Grant",163,"hathi"
"2282","                                       T.    Lea",163,"hathi"
"2283","[Election declared void on petition]",163,"hathi"
"2284","1874             3,394                 Sir W.A. Fraser, Bt.",163,"hathi"
"2285","(1/8)                                  G.H. Lea",163,"hathi"
"2286","                                                       165",163,"hathi"
"2287","",163,"hathi"
"2288","                                  KlDDERMlNSTER          [94]   (Cont.)",164,"hathi"
"2289","Election         Electors            Candidate                                  Party         Votes",164,"hathi"
"2290","1880             3,606               J.Brinton                                  L             1,795",164,"hathi"
"2291","                                     A. Grant                                   C             1 ,472",164,"hathi"
"2292","[Seeks re-election]",164,"hathi"
"2293","1880                                 J.Brinton                                   L            Unopp.",164,"hathi"
"2294","(8/5)",164,"hathi"
"2295","Petitions: —",164,"hathi"
"2296","  1849:          Dismissed",164,"hathi"
"2297","  1852:          Withdrawn",164,"hathi"
"2298","  1859:          Withdrawn",164,"hathi"
"2299","  1865:          Withdrawn",164,"hathi"
"2300","  1874:           Void election",164,"hathi"
"2301","Note:-",164,"hathi"
"2302","  1880:           lmmediately following the election, Brinton discovered that his election agent had",164,"hathi"
"2303","  (8/5)           been   reported for bribery at a previous municipal election and to avoid the possi",164,"hathi"
"2304","                  bility of an election petition being brought against him, he decided to resign his",164,"hathi"
"2305","                  seat and seek re-election.",164,"hathi"
"2306","                                                   166",164,"hathi"
"2307","",164,"hathi"
"2308","                                               KING,S LYNN          [95]",165,"hathi"
"2309","                                                    (Two Seats)",165,"hathi"
"2310","Election           Electors                 Candidate                                    Party",165,"hathi"
"2311","1832                 836                   t Lord George Bentinck                        C",165,"hathi"
"2312","                                           t Lord William Lennox                         L",165,"hathi"
"2313","1835                 865                    Lord George Bentinck                         C",165,"hathi"
"2314","                                            Sir S. Canning                               C",165,"hathi"
"2315","                                            Sir J.S. Lillie                              L",165,"hathi"
"2316","1837                 885                    Lord George Bentinck                         C",165,"hathi"
"2317","                                            Sir S. Canning                               C",165,"hathi"
"2318","                                            Hon. G.T. Keppel                             L",165,"hathi"
"2319","1841               1,144*                   Lord George Bentinck                         C",165,"hathi"
"2320","                                            Sir S. Canning                              C",165,"hathi"
"2321","[Resignation of Canning on appointment as United Kingdom Ambassador to Turkey]",165,"hathi"
"2322","1842                                        Viscount Jocelyn                             C",165,"hathi"
"2323","(10/2)",165,"hathi"
"2324","1847               1,157                    Lord George Bentinck                         C",165,"hathi"
"2325","                                            Viscount Jocelyn                             C",165,"hathi"
"2326","[Death    of Bentinck]",165,"hathi"
"2327","1848                                        Hon. E.H. Stanley {Lord Stanley)             C",165,"hathi"
"2328","(22/12)",165,"hathi"
"2329","1852               1,176                    Viscount Jocelyn                            C",165,"hathi"
"2330","                                            Lord Stanley                                C",165,"hathi"
"2331","                                            R.Pashley                                    L",165,"hathi"
"2332","[Death of Jocelyn]",165,"hathi"
"2333","1854                                        J.H.Gurney                                   L",165,"hathi"
"2334","(16/9)",165,"hathi"
"2335","1857               1,055                   J.H.Gurney                                    L",165,"hathi"
"2336","                                            Lord Stanley                                C",165,"hathi"
"2337","[Appointment     of Stanley as Secretary of State for the Colonies]",165,"hathi"
"2338","1858                                        Lord Stanley                                C",165,"hathi"
"2339","(4/3)",165,"hathi"
"2340","[Appointment     of Stanley as President    of the Board of Control for the Affairs of lndia]",165,"hathi"
"2341","1858                                        Lord Stanley                                C",165,"hathi"
"2342","(5/6)",165,"hathi"
"2343","1859               1,019                   J.H.Gurney                                    L",165,"hathi"
"2344","                                            Lord Stanley                                C",165,"hathi"
"2345","                                                           167",165,"hathi"
"2346","",165,"hathi"
"2347","                                       KlNG,S LYNN           [95]   (Cont.)",166,"hathi"
"2348","                                                (Two Seats)",166,"hathi"
"2349","Election           Electors             Candidate                             Party   Votes",166,"hathi"
"2350","1865                 852                Lord Stanley                          C        445",166,"hathi"
"2351","                                        Sir T.F. Buxton, Bt.                  L        401",166,"hathi"
"2352","                                        Hon. F. Walpole                       C         339",166,"hathi"
"2353","[Appointment of Stanley as Secretary of State for Foreign Affairs]",166,"hathi"
"2354","1866                                    Lord Stanley                          C       Unopp.",166,"hathi"
"2355","(11/7)",166,"hathi"
"2356","1868               2,514t               Lord Stanley                          C       1,265",166,"hathi"
"2357","                                        Hon. R. Bourke                        C       1,125",166,"hathi"
"2358","                                        Sir T.F. Buxton, Bt.                  L       1,012",166,"hathi"
"2359","[Succession    of Stanley to the Peerage — Earl of Derby]",166,"hathi"
"2360","1869               2,514                Lord Claud Hamilton                   C       1,051",166,"hathi"
"2361","(9/12)                                  R.Young                               L       1,032",166,"hathi"
"2362","1874               2,450                Hon. R. Bourke                        C       1,163",166,"hathi"
"2363","                                        Lord Claud Hamilton                   C       1 ,093",166,"hathi"
"2364","                                        Sir W.H.B. Ffolkes, Bt.               L        999",166,"hathi"
"2365","                                        E. R. Wodehouse                       L        895",166,"hathi"
"2366","1880               2,779                Sir W.H.B. Ffolkes, Bt.               L       1,286",166,"hathi"
"2367","                                        Rt. Hon. R. Bourke                    C       1,257",166,"hathi"
"2368","                                        Lord Claud Hamilton                   C       1,192",166,"hathi"
"2369","                                        F. Lockwood                           L       1,151",166,"hathi"
"2370","Petitions: —",166,"hathi"
"2371","  1865:            Withdrawn (Buxton only)",166,"hathi"
"2372","  1868:            Dismissed   (Bourke only)",166,"hathi"
"2373","                                                       168",166,"hathi"
"2374","",166,"hathi"
"2375","                                   KlNGSTON UPON HULL               [96]",167,"hathi"
"2376","                                                    (Two   Seats)",167,"hathi"
"2377","Election         Electors                Candidate                                  Party",167,"hathi"
"2378","1832             3,863                   M.D.Hill                                   L",167,"hathi"
"2379","                                         W. Hutt                                    L",167,"hathi"
"2380","                                         D. Carruthers                              C",167,"hathi"
"2381","                                         J.Acland                                   L",167,"hathi"
"2382","1835             4,244                   D. Carruthers                              C",167,"hathi"
"2383","                                         W. Hutt                                    L",167,"hathi"
"2384","                                         M.D.Hill                                   L",167,"hathi"
"2385","[Death of Carruthers]",167,"hathi"
"2386","1835             4,244                   T.P.Thompson                               L",167,"hathi"
"2387","(20/6)                                   H.St .J. Mildmay                           C",167,"hathi"
"2388","1837             4,222                 **W. Wilberforce                             C",167,"hathi"
"2389","                                         Sir W.C. James, Bt.                        C",167,"hathi"
"2390","                                        *W. Hutt                                    L",167,"hathi"
"2391","                                         B.Wood                                     L",167,"hathi"
"2392","1841             4362                    Sir J. Hanmer, Bt.                         C",167,"hathi"
"2393","                                         Sir W.C. James, Bt.                        C",167,"hathi"
"2394","                                         J. Clay                                    L",167,"hathi"
"2395","                                         T.P. Thompson                              L",167,"hathi"
"2396","1847             4,618                   M.T.Baines                                 L",167,"hathi"
"2397","                                         J.Clay                                     L",167,"hathi"
"2398","                                         J.Brown                                    L",167,"hathi"
"2399","[Appointment of Baines as President      of the Poor Law Board]",167,"hathi"
"2400","1849                                     M.T.Baines                                 L",167,"hathi"
"2401","(7/2)",167,"hathi"
"2402","1852             5,221                   J.Clay                                     L",167,"hathi"
"2403","                                         Viscount Goderich                          L",167,"hathi"
"2404","                                         J.B. Moore                                 C",167,"hathi"
"2405","                                         Hon. C.L. Butler                           C",167,"hathi"
"2406","[Election declared void on petition]",167,"hathi"
"2407","1854             4,572                   W.D. Seymour (1 )                          L",167,"hathi"
"2408","(18/8)                                   W.H.Watson                                 L",167,"hathi"
"2409","                                         S.A. Dickson                               C",167,"hathi"
"2410","[Resignation of Watson   on appointment as a Judge of the Court of the Exchequer]",167,"hathi"
"2411","1857                                     J.Clay                                     L",167,"hathi"
"2412","(11/2)",167,"hathi"
"2413","1857             5,494                   J.Clay                                     L",167,"hathi"
"2414","                                         Lord Ashley                                L",167,"hathi"
"2415","                                         Lord William Compton                       L",167,"hathi"
"2416","                                         W.D.Seymour (2)                            L",167,"hathi"
"2417","                                                         169",167,"hathi"
"2418","",167,"hathi"
"2419","                                  KlNGSTON UPON HULL                 [96]   (Cont.)",168,"hathi"
"2420","                                                       (Two Seats)",168,"hathi"
"2421","Election           Electors               Candidate                                        Party         Votes",168,"hathi"
"2422","1859               5,526                  J.Clay                                           L             2,445",168,"hathi"
"2423","                                          J.Hoare                                          C             2,269",168,"hathi"
"2424","                                          J.H.Lewis                                        L                 1,959",168,"hathi"
"2425","[Election of Hoare declared      void on petition]",168,"hathi"
"2426","1859               5,526                  J.   Somes                                       C             2,068",168,"hathi"
"2427","(20/8)                                    J.H. Lewis                                       L                 1,579",168,"hathi"
"2428","                   5,566                  J.Clay                                           L             2,583",168,"hathi"
"2429","                                          C.M. Norwood                                     L             2,547",168,"hathi"
"2430","                                          J.   Somes                                       C                 1310",168,"hathi"
"2431","                                          J.   Hoare                                       C                 1,374",168,"hathi"
"2432","1868              17,146t                 C.M. Norwood                                     L                 7,282",168,"hathi"
"2433","                                          J.Clay                                           L                 6,874",168,"hathi"
"2434","                                          H.J. Atkinson                                    C                 6,383",168,"hathi"
"2435","                                          R. Baxter                                        C                 5,444",168,"hathi"
"2436","[Death of Clay]",168,"hathi"
"2437","1873              20,947                  J.W. Pease                                       C                 6,873",168,"hathi"
"2438","(24/10)                                   E.J.   Reed                                      L                 6394",168,"hathi"
"2439","1874              22,026                  C.H.Wilson                                       L             8386",168,"hathi"
"2440","                                          C.M. Norwood                                     L             8,549",168,"hathi"
"2441","                                          J.W.   Pease                                     C             7,706",168,"hathi"
"2442","1880              26,193                  C.M. Norwood                                     L            12,071",168,"hathi"
"2443","                                          C.H.Wilson                                       L            11337",168,"hathi"
"2444","                                          J.B. Pope                                        C             6,767",168,"hathi"
"2445","                                          H.J. Atkinson                                    c             6,067",168,"hathi"
"2446","Petitions:",168,"hathi"
"2447","  1835:            Dismissed",168,"hathi"
"2448","  (20/6)",168,"hathi"
"2449","  1837:            Election of Wilberforce declared       void. Hutt duly elected after scrutiny. Petition",168,"hathi"
"2450","                   against James dismissed.",168,"hathi"
"2451","  1852:            Void election",168,"hathi"
"2452","  1857:            Lapsed     on Dissolution of Parliament",168,"hathi"
"2453","  (11/2)",168,"hathi"
"2454","  1859:            Election of Hoare declared      void. Petition against Clay withdrawn",168,"hathi"
"2455","  1868:            Withdrawn",168,"hathi"
"2456","                                                           170",168,"hathi"
"2457","",168,"hathi"
"2458","                                    KNARESBOROUGH            [97]",169,"hathi"
"2459","                             (Two seats until 1868; one seat from 1868)",169,"hathi"
"2460","Election          Electors           Candidate                            Party   Votes",169,"hathi"
"2461","1832              278               J.  Richards                          L       187",169,"hathi"
"2462","                                     B. Rotch                             L       116",169,"hathi"
"2463","                                     H. Rich                              L        96",169,"hathi"
"2464","                                     A. Lawson                            C        76",169,"hathi"
"2465","1835              264                A. Lawson                            C       179",169,"hathi"
"2466","                                    J.  Richards                          L       134",169,"hathi"
"2467","                                     H. Rich                              L       111",169,"hathi"
"2468","                                     Sir G.A. Lewin                       C        20",169,"hathi"
"2469","1837              271                H. Rich                              L       172",169,"hathi"
"2470","                                     Hon. C. Langdale                     L       124",169,"hathi"
"2471","                                     A. Lawson                            C       118",169,"hathi"
"2472","1841              241               A. Lawson                             c       150",169,"hathi"
"2473","                                    W.B. Ferrand                          c       122",169,"hathi"
"2474","                                    C. Sturgeon                           L        85",169,"hathi"
"2475","1847              242               W.S.S. Lascelles                      L       158",169,"hathi"
"2476","                                    J.P.Westhead (J.P.B. Westhead)        L       128",169,"hathi"
"2477","                                    A. Lawson                             C       114",169,"hathi"
"2478","[Death of Lascelles]",169,"hathi"
"2479","1851              217               T. Collins                            C        95",169,"hathi"
"2480","(12/7)                               A. Lawson                            c        64",169,"hathi"
"2481","1852              242             **J.P.B. Westhead                       L       113",169,"hathi"
"2482","                                   *J.D. Dent                             L       113",169,"hathi"
"2483","                                    *B.T. Woodd                           C       113",169,"hathi"
"2484","                                     T. Collins                           c       107",169,"hathi"
"2485","1857              270                B.T. Woodd                           c       174",169,"hathi"
"2486","                                     T. Collins                           c       138",169,"hathi"
"2487","                                     R. Campbell                          L       100",169,"hathi"
"2488","1859              286                B.T. Woodd                           c       173",169,"hathi"
"2489","                                    T.Collins                             c       140",169,"hathi"
"2490","                                     H.S. Thompson                        L       127",169,"hathi"
"2491","1865              272                B.T. Woodd                           c       156",169,"hathi"
"2492","                                     l . Holden                           L       127",169,"hathi"
"2493","                                    T.Collins                             C       123",169,"hathi"
"2494","1868              769                A. lllingworth                       L       362",169,"hathi"
"2495","                                     A.S. Lawson                          C       347",169,"hathi"
"2496","1874              770                B.T. Woodd                           C       397",169,"hathi"
"2497","                                     Sir A. Fairbairn                     L       309",169,"hathi"
"2498","1880              762               Sir H.M.M. Thompson, Bt.              L       357",169,"hathi"
"2499","                                    B.T. Woodd                            C       341",169,"hathi"
"2500","                                                      171",169,"hathi"
"2501","",169,"hathi"
"2502","                                     TOWER HAMLETS           [9]",16,"hathi"
"2503","                                               (Two Seats)",16,"hathi"
"2504","Election        Electors            Candidate                           Party   Votes",16,"hathi"
"2505","1832             9,906            tS. Lushington                        L       3,978",16,"hathi"
"2506","                                   W. Clay                              L       3,751",16,"hathi"
"2507","                                    Hon. L. Stanhope                    L       2,952",16,"hathi"
"2508","                                   F. Marryat                           L       1,934",16,"hathi"
"2509","1835             9,462              W. Clay                             L       2,779",16,"hathi"
"2510","                                    S. Lushington                       L       2,580",16,"hathi"
"2511","                                    J.R. Burton                         C         465",16,"hathi"
"2512","1837            13,318             W. Clay                              L       Unopp.",16,"hathi"
"2513","                                   S. Lushington                        L       Unopp.",16,"hathi"
"2514","[Appointment of Lushington as a Judge of the High Court of Admiralty]",16,"hathi"
"2515","1839                                S. Lushington                       L       Unopp.",16,"hathi"
"2516","(11/2)",16,"hathi"
"2517","1841            13,842             W. Clay                              L       4,706",16,"hathi"
"2518","                                   C.R. Fox                             L       4,096",16,"hathi"
"2519","                                   G.R. Robinson                        C       2,183",16,"hathi"
"2520","                                   A.K. Hutchinson                      L       1,775",16,"hathi"
"2521","                                   T.E.P. Thompson                      L         831",16,"hathi"
"2522","[Appointment of Fox as Surveyor-General of the Ordnance]",16,"hathi"
"2523","1846                               C.R. Fox                             L       Unopp.",16,"hathi"
"2524","(11/7)",16,"hathi"
"2525","1847            18,748             G. Thompson                          L       6,268",16,"hathi"
"2526","                                   Sir W. Clay, Bt.                     L       3,839",16,"hathi"
"2527","                                   C.R. Fox                             L       2,622",16,"hathi"
"2528","1852           23,534              SirW. Clay,Bt.                       L       7,728",16,"hathi"
"2529","                                   C.S. Butler                          L       7,718",16,"hathi"
"2530","                                   G . Thompson                         L       4,568",16,"hathi"
"2531","                                   A.S. Ayrton                          L       2,792",16,"hathi"
"2532","                                   W. Newton                            L       1,095",16,"hathi"
"2533","1857           27,980              A.S. Ayrton                          L       7,813",16,"hathi"
"2534","                                   C.S. Butler                          L       7,297",16,"hathi"
"2535","                                   SirW. Clay, Bt.                      L       6,654",16,"hathi"
"2536","1859           28,843              A.S. Ayrton                          L       Unopp.",16,"hathi"
"2537","                                   C.S. Butler                          L       Unopp.",16,"hathi"
"2538","1865           34,115              A.S. Ayrton                          L       Unopp.",16,"hathi"
"2539","                                   C.S. Butler                          L       Unopp.",16,"hathi"
"2540","1868           32,546t             A.S. Ayrton                          L       9,839",16,"hathi"
"2541","                                   J.D,A   Samuda                       L       7,849",16,"hathi"
"2542","                                   O.E. Coope                           c       7,446",16,"hathi"
"2543","                                   E. Beales                            L       7,160",16,"hathi"
"2544","                                   W. Newton                            L/Lab   2,890",16,"hathi"
"2545","                                                    18",16,"hathi"
"2546","",16,"hathi"
"2547","                                     KNARESBOROUGH             [97]   (Cont.)",170,"hathi"
"2548","                                (Two seats until 1868; one seat from 1868)",170,"hathi"
"2549","Election             Electors              Candidate                                   Party          Votes",170,"hathi"
"2550","[Election declared     void on petition]",170,"hathi"
"2551","1881                 758                   T.Collins                                   C              374",170,"hathi"
"2552","(13/5)                                     C.G.M. Gaskell                               L             333",170,"hathi"
"2553","[Death]",170,"hathi"
"2554","1884                 651                   R.Gunter                                    C              319",170,"hathi"
"2555","(10/12)                                    A. Holden                                   L              267",170,"hathi"
"2556","Petitions: —",170,"hathi"
"2557","  1832:              Withdrawn ( Rotch only)",170,"hathi"
"2558","  1852:              Treble return. On scrutiny one vote was struck off Westhead,s   total and his election",170,"hathi"
"2559","                     declared void. Petitions against Dent and Woodd dismissed",170,"hathi"
"2560","  1880:              Void election",170,"hathi"
"2561","                                                       172",170,"hathi"
"2562","",170,"hathi"
"2563","                                              LANCASTER             [98]",171,"hathi"
"2564","                                                      (Two Seats)",171,"hathi"
"2565"," Election         Electors               Candidate                         Party   Votes",171,"hathi"
"2566"," 1832             1,109                tT. Greene                          C       Unopp.",171,"hathi"
"2567","                                       tP.M. Stewart                       L       Unopp.",171,"hathi"
"2568"," 1835             1,207                 T. Greene                          C       Unopp.",171,"hathi"
"2569","                                        P.M. Stewart                       L       Unopp.",171,"hathi"
"2570"," 1837             1,161                 T. Greene                          C       614",171,"hathi"
"2571","                                        G. Marton                          c       527",171,"hathi"
"2572","                                        P.M. Stewart                       L       453",171,"hathi"
"2573","                                        W.R. Greg                          L       347",171,"hathi"
"2574"," 1841             1,296                 T.   Greene                        C       699",171,"hathi"
"2575","                                        G. Marton                          C       594",171,"hathi"
"2576","                                        J. Armstrong                       L       572",171,"hathi"
"2577"," 1847             1,377                 S. Gregson                         L       724",171,"hathi"
"2578","                                        T. Greene                          C       721",171,"hathi"
"2579","                                        E.D.Salisbury                      C       621",171,"hathi"
"2580"," [Election of Gregson declared   void on petition]",171,"hathi"
"2581"," 1848             1,377                 R.B.Armstrong                      L       636",171,"hathi"
"2582","(9/3)                                   Hon. E.H. Stanley                  c       620",171,"hathi"
"2583","1852              1,393                 S. Gregson                         L",171,"hathi"
"2584","                                        R.B. Armstrong                     L",171,"hathi"
"2585","                                        T. Greene                          c       509",171,"hathi"
"2586","                                        J. Ellis                           c       432",171,"hathi"
"2587","[Election of Armstrong declared    void on petition]",171,"hathi"
"2588","1853              1,420                 T. Greene                          C",171,"hathi"
"2589","(12/4)                                  J. Armstrong                       L       554",171,"hathi"
"2590","1857              1,328                 S. Gregson                         I       827",171,"hathi"
"2591","                                       W .J. Garnett                       c       773",171,"hathi"
"2592","                                        R. Gladstone                       c       537",171,"hathi"
"2593","1859             1,288                 W.J. Garnett                        C       660",171,"hathi"
"2594","                                       S. Gregson                          L       641",171,"hathi"
"2595","                                       W.A.F. Saunders                     C       509",171,"hathi"
"2596","                                        E.M. Fenwick                       L       459",171,"hathi"
"2597","(Resignation of Garnett]",171,"hathi"
"2598","1864             1,394                 E.M. Fenwick                        L       682",171,"hathi"
"2599","(13/4)                                 W.A.F. Saunders                     C       525",171,"hathi"
"2600","[Death of Gregson]",171,"hathi"
"2601","1865                                   H.W. Schneider                              Unopp.",171,"hathi"
"2602","(20/2)",171,"hathi"
"2603","                                                         173",171,"hathi"
"2604","",171,"hathi"
"2605","                                    LANCASTER               [98]   (Cont.)",172,"hathi"
"2606","                                               (Two Seats)",172,"hathi"
"2607","Election        Electors            Cendidate                                  Party        Votes",172,"hathi"
"2608","1865            1,465                E.M. Fenwick                              L            713",172,"hathi"
"2609","                                     H.W. Schneider                            L            687",172,"hathi"
"2610","                                     E. Lawrence                               C            665",172,"hathi"
"2611","               Writ suspended.   Royal Commission appointed which found proof of extensive",172,"hathi"
"2612","               bribery and as a result the borough lost its right to return a Member of Parliament",172,"hathi"
"2613","               and was incorporated into the county constituency of Lancashire, Northern, from",172,"hathi"
"2614","               the Dissolution.",172,"hathi"
"2615","Petitions: —",172,"hathi"
"2616","  1847:         Election of Gregson declared   void",172,"hathi"
"2617","  1848:         Dismissed",172,"hathi"
"2618","  1852:         Election of Armstrong declared   void",172,"hathi"
"2619","  1853:        Withdrawn",172,"hathi"
"2620","  1865:         Void election",172,"hathi"
"2621","                                                      174",172,"hathi"
"2622","",172,"hathi"
"2623","                                              LAUNCESTON        [99]",173,"hathi"
"2624"," Election         Electors              Candidate                      Party   Votes",173,"hathi"
"2625"," 1832             243                  tSir   H. Hardinge              C       115",173,"hathi"
"2626","                                        D. Howell                      L       108",173,"hathi"
"2627","1835              323                   Sir H. Hardinge                C       163",173,"hathi"
"2628","                                        D. Howell                      L        84",173,"hathi"
"2629","1837              353                   Sir H. Hardinge                C       Unopp.",173,"hathi"
"2630","1841             342                    Sir H. Hardinge                C       Unopp.",173,"hathi"
"2631"," [Appointed Secretary at War]",173,"hathi"
"2632","1841                                    Sir H. Hardinge                C       Unopp.",173,"hathi"
"2633","(15/9)",173,"hathi"
"2634"," [Resignation on appointment as Governor -General of lndia)",173,"hathi"
"2635","1844                                   W. Bowles                       C       Unopp.",173,"hathi"
"2636","(20/5)",173,"hathi"
"2637","1847             369                   W. Bowles                       C       Unopp.",173,"hathi"
"2638","1852             361                    Hon. J.W. Percy                C       Unopp.",173,"hathi"
"2639","1857             438                    Hon. J.W. Percy                C       Unopp.",173,"hathi"
"2640","1859             438                   T.C. Haliburton                 C       Unopp.",173,"hathi"
"2641","1865             371                   A.H.Campbell                    C       Unopp.",173,"hathi"
"2642","[Resignation]",173,"hathi"
"2643","1868                                   H.C. Lopes                      C       Unopp.",173,"hathi"
"2644","(9/4)",173,"hathi"
"2645","1868             749                   H.C. Lopes                      C       Unopp.",173,"hathi"
"2646","1874             790                   J.H. Deakin    (Senr.)          C       453",173,"hathi"
"2647","                                       H.C. Drinkwater                 L       216",173,"hathi"
"2648","[Election declared void on petition]",173,"hathi"
"2649","1874             790                   J.H. Deakin (Junr.)             c       417",173,"hathi"
"2650","(3/7)                                  J.Dingley                       L       233",173,"hathi"
"2651","                                       H.S. Giffard                    C         1",173,"hathi"
"2652","[Resignation]",173,"hathi"
"2653","1877             826                   Sir H.S. Giffard                C       392",173,"hathi"
"2654","(3/3)                                  R.Collier                       L       274",173,"hathi"
"2655","                                                       175",173,"hathi"
"2656","",173,"hathi"
"2657","                                  LAUNCESTON            [99]   (Cont.)",174,"hathi"
"2658","Election        Electors            Candidate                                  Party           Votes",174,"hathi"
"2659","1880            842                 Sir H.S. Giffard                           C               439",174,"hathi"
"2660","                                    R.Collier                                  L               334",174,"hathi"
"2661","[Resignation on appointment as Lord Chancellor and elevation to the Peerage — Lord Halsbury]",174,"hathi"
"2662","1885            853*               R.E.Webster                                 C               417",174,"hathi"
"2663","(4/7)                              W. Pethick                                  L               374",174,"hathi"
"2664","Petition   :-",174,"hathi"
"2665","  1874:         Void election",174,"hathi"
"2666","                                                  176",174,"hathi"
"2667","",174,"hathi"
"2668","                                                     LEEDS [100]",175,"hathi"
"2669","                              (Two seats until 1868; three seats from 1868)",175,"hathi"
"2670"," Election          Electors            Candidate",175,"hathi"
"2671"," 1832             4,171                J.Marshall",175,"hathi"
"2672","                                      tT.B. Macaulay",175,"hathi"
"2673","                                      tM.T. Sadler",175,"hathi"
"2674"," [Resignation of Macaulay on appointment as a Member of the Council of lndia]",175,"hathi"
"2675"," 1834             5,062                E. Baines        (Senr.)",175,"hathi"
"2676"," (17/2)                                Sir J. Beckett, Bt.",175,"hathi"
"2677","                                       J. Bower",175,"hathi"
"2678","1835              4,774                Sir     J.   Beckett, Bt.",175,"hathi"
"2679","                                       E. Baines        (Senr.)",175,"hathi"
"2680","                                       W. Brougham",175,"hathi"
"2681","                                       J. P.    Tempest",175,"hathi"
"2682","1837              5 ,579               E. Baines (Senr.)",175,"hathi"
"2683","                                       Sir W. Molesworth, Bt.",175,"hathi"
"2684","                                       Sir J. Beckett, Bt.",175,"hathi"
"2685","1841              6,316               W.Beckett",175,"hathi"
"2686","                                      W. Aldam",175,"hathi"
"2687","                                      J. Hume",175,"hathi"
"2688","                                      Viscount Jocelyn",175,"hathi"
"2689","1847              6,300               W.Beckett",175,"hathi"
"2690","                                      J.G. Marshall",175,"hathi"
"2691","                                      J.   St urge",175,"hathi"
"2692","1852              6,406               Sir G.Goodman",175,"hathi"
"2693","                                      M.T. Baines",175,"hathi"
"2694","                                      R. Hall",175,"hathi"
"2695","                                      T. Sidney",175,"hathi"
"2696","[Appointment of Baines as President   of the Poor Law Board]",175,"hathi"
"2697","1853                                  M.T. Baines",175,"hathi"
"2698","(3/1)",175,"hathi"
"2699","[Appointment of Baines as Chancellor of the Duchy of Lancaster]",175,"hathi"
"2700","1856                                  M.T. Baines",175,"hathi"
"2701","(6/2)",175,"hathi"
"2702","1857              6,204               M.T. Baines",175,"hathi"
"2703","                                      R. Hall",175,"hathi"
"2704","                                      J.R. Mills",175,"hathi"
"2705","[Death of Hall]",175,"hathi"
"2706","1857              6,204               G.S.Beecroft",175,"hathi"
"2707","(5/6)                                 J.R.Mills",175,"hathi"
"2708","1859              5,945               E. Baines (Junr.!",175,"hathi"
"2709","                                      G.S. Bee croft",175,"hathi"
"2710","                                      W.E. Forster",175,"hathi"
"2711","                                                           177",175,"hathi"
"2712","",175,"hathi"
"2713","                                           LEEDS    [100]    (Cont.)",176,"hathi"
"2714","                            (Two seats until 1868; three seats from 1868)",176,"hathi"
"2715","Election         Electors             Candidate                             Party    Votes",176,"hathi"
"2716","1865             7,217                G.S. Beecroft                         C        3,223",176,"hathi"
"2717","                                      E. Baines(Junr.)                      L        3,045",176,"hathi"
"2718","                                      Viscount Ambereley                    L        2,902",176,"hathi"
"2719","1868            39,244                 E. Baines (Junr.)                    L       15,941",176,"hathi"
"2720","                                      R.M. Carter                           L       15,105",176,"hathi"
"2721","                                      W.St.J.Wheelhouse                     C        9,437",176,"hathi"
