"","text","page","method"
"7166","195",146,"tesseract"
"7167","172",146,"tesseract"
"7168","131",146,"tesseract"
"7169","189",146,"tesseract"
"7170","170",146,"tesseract"
"7171","87",146,"tesseract"
"7172","Unopp.",146,"tesseract"
"7173","172",146,"tesseract"
"7174","170",146,"tesseract"
"7175","61",146,"tesseract"
"7176","188",146,"tesseract"
"7177","149",146,"tesseract"
"7178","49",146,"tesseract"
"7179","Unopp.",146,"tesseract"
"7180","175",146,"tesseract"
"7181","124",146,"tesseract"
"7182","EVESHAM [N] (Cont)",147,"tesseract"
"7183","(Two seats until 1868; one seat from 1868)",147,"tesseract"
"7184","Election Electots Cend ‘dete Party Votes",147,"tesseract"
"7185","1868 769 J. Bourne C 347",147,"tesseract"
"7186","T5. Richardson L 303",147,"tesseract"
"7187","1874 744 J. Bourne C 346",147,"tesseract"
"7188","J.N. Higgins L 299",147,"tesseract"
"7189","1880 827 D.R. Ratcliff L 382",147,"tesseract"
"7190","A. Borthwick C 373",147,"tesseract"
"7191","[Election declared void on petition]",147,"tesseract"
"7192","1880 827 ”F. Lehmann L 378",147,"tesseract"
"7193","(9/7) 'F.D.D. Hartlend C 376",147,"tesseract"
"7194","Petitions:—",147,"tesseract"
"7195","1837: Election of Borthwick declared void. Hill duly elected after scrutiny. Petition against",147,"tesseract"
"7196","Flushout dismissed",147,"tesseract"
"7197","1880: Void election",147,"tesseract"
"7198","1880: Election of Lehmann declared void. Hertlend duly elected after scrutiny",147,"tesseract"
"7199","(9/7)",147,"tesseract"
"7200","124",147,"tesseract"
"7201","CL) 81C",147,"tesseract"
"7202","Election Electors",148,"tesseract"
"7203","1832 2,952",148,"tesseract"
"7204","1835 3,239",148,"tesseract"
"7205","1837 3,488",148,"tesseract"
"7206","1841 3,698",148,"tesseract"
"7207","EXETER [69]",148,"tesseract"
"7208","(Two Seats)",148,"tesseract"
"7209","Candidate",148,"tesseract"
"7210","1J.W. Buller",148,"tesseract"
"7211","E. Divett",148,"tesseract"
"7212","W.W. Follett",148,"tesseract"
"7213","Sir W.W. Follett",148,"tesseract"
"7214","E. Divett",148,"tesseract"
"7215","J.W. Buller",148,"tesseract"
"7216","E. Divett",148,"tesseract"
"7217","Sir W.W. Follett",148,"tesseract"
"7218","Sir W.W. Follett",148,"tesseract"
"7219","E. Divett",148,"tesseract"
"7220","Lord Lovaine",148,"tesseract"
"7221","[Appointment of Follett as Solicitor-General)",148,"tesseract"
"7222","1841",148,"tesseract"
"7223","(13/9)",148,"tesseract"
"7224","Sir W.W. Follett",148,"tesseract"
"7225","[Appointment of Fallen as Attorney-General]",148,"tesseract"
"7226","1844 3,728'",148,"tesseract"
"7227","(20/4)",148,"tesseract"
"7228","[Death of Fallen]",148,"tesseract"
"7229","1845 3,728'",148,"tesseract"
"7230","(7/7)",148,"tesseract"
"7231","1847 3,798",148,"tesseract"
"7232","1852 2,501",148,"tesseract"
"7233","1857 3,162",148,"tesseract"
"7234","1859 3,216",148,"tesseract"
"7235","[Death of Divot!)",148,"tesseract"
"7236","1864 2,564",148,"tesseract"
"7237","(4/8)",148,"tesseract"
"7238","1865 3,088",148,"tesseract"
"7239","C0 glc",148,"tesseract"
"7240","Sir W.W. Follett",148,"tesseract"
"7241","J. Briggs",148,"tesseract"
"7242","Sir J.T.B. Duckworth, 8!.",148,"tesseract"
"7243","J. Briggs",148,"tesseract"
"7244","E. Divett",148,"tesseract"
"7245","Sir .l.T.B. Duckworth, Bt.",148,"tesseract"
"7246","Sir J.T.B. Duckworth, Bt.",148,"tesseract"
"7247","E. Divett",148,"tesseract"
"7248","6.5. Buck",148,"tesseract"
"7249","E. Divett",148,"tesseract"
"7250","FLS. Gard",148,"tesseract"
"7251","E. Divett",148,"tesseract"
"7252","FLS. Gard",148,"tesseract"
"7253","Lord Courtenay",148,"tesseract"
"7254","JD. Coleridge",148,"tesseract"
"7255","J.D. Coleridge",148,"tesseract"
"7256","Lord Courtenay",148,"tesseract"
"7257","125",148,"tesseract"
"7258","Party",148,"tesseract"
"7259","or rrn<",148,"tesseract"
"7260","01-0",148,"tesseract"
"7261","1'0 01' Ol"" Off) 0(- F0 (-0",148,"tesseract"
"7262","01‘",148,"tesseract"
"7263","Vote:",148,"tesseract"
"7264","1,615",148,"tesseract"
"7265","1,121",148,"tesseract"
"7266","985",148,"tesseract"
"7267","1 .425",148,"tesseract"
"7268","1 ,1 76",148,"tesseract"
"7269","1 ,029",148,"tesseract"
"7270","Unopp.",148,"tesseract"
"7271","Unopp.",148,"tesseract"
"7272","1,302",148,"tesseract"
"7273","1,192",148,"tesseract"
"7274","1,119",148,"tesseract"
"7275","Unopp.",148,"tesseract"
"7276","1,293",148,"tesseract"
"7277","529",148,"tesseract"
"7278","1 ,258",148,"tesseract"
"7279","588",148,"tesseract"
"7280","Unopp.",148,"tesseract"
"7281","Unopp.",148,"tesseract"
"7282","1,210",148,"tesseract"
"7283","1,191",148,"tesseract"
"7284","1,111",148,"tesseract"
"7285","Unopp.",148,"tesseract"
"7286","Unopp.",148,"tesseract"
"7287","Unopp.",148,"tesseract"
"7288","Unopp.",148,"tesseract"
"7289","EXETER [69] (Cont)",149,"tesseract"
"7290","(Two Seats)",149,"tesseract"
"7291","Election Electors Cand ﬂute Party Votes",149,"tesseract"
"7292","1868 6.1561 J.D. Coleridge L 2,317",149,"tesseract"
"7293","E.A. Bowring L 2,247",149,"tesseract"
"7294","Sir J.B. Karslake C 2,218",149,"tesseract"
"7295","A. Mill: C 2,026",149,"tesseract"
"7296","[Appointment of Coleridge as Solicitor-General]",149,"tesseract"
"7297","1868 Sir J.D. Coleridge L Unopp.",149,"tesseract"
"7298","(21/12)",149,"tesseract"
"7299","[Resignation of Coleridge on appointment as Chief Justice of the Court of Common Pleas]",149,"tesseract"
"7300","1873 6, 206 A. Mills C 2,346",149,"tesseract"
"7301","(11/12) Sir E.W. Watkin L 2,025",149,"tesseract"
"7302","1874 6,337 A. Mi“: C 2,523",149,"tesseract"
"7303","J.G. Johnson C 2,330",149,"tesseract"
"7304","E.A. Bowring L 2,264",149,"tesseract"
"7305","E. Johnson L 2,053",149,"tesseract"
"7306","1880 7,361 E. Johnson L 3,038",149,"tesseract"
"7307","H.S. Northoote C 2,590",149,"tesseract"
"7308","A. Mills C 2.545",149,"tesseract"
"7309","Petition :—",149,"tesseract"
"7310","1873: Lapsed on Dissolution of Parliament",149,"tesseract"
"7311","126",149,"tesseract"
"7312","CL) 81C",149,"tesseract"
"7313","EYE [70]",150,"tesseract"
"7314","Ehction Electors Cendilate Party",150,"tesseract"
"7315","1832 253 tSir E. Kerrieon, 8t. C",150,"tesseract"
"7316","1835 282 Sir E. Kerrison, 8t. C",150,"tesseract"
"7317","1837 301 Sir E. Kerrison, Bt. C",150,"tesseract"
"7318","1841 342 Sir E. Kerrison, 8t. C",150,"tesseract"
"7319","1847 322 Sir E. Kerrison, 8!. C",150,"tesseract"
"7320","1852 356 E.C. Kerrison C",150,"tesseract"
"7321","1857 359 Sir E.C. Kerrison. 8t. C",150,"tesseract"
"7322","1859 342 Sir E.C. Kerrison, Bt. C",150,"tesseract"
"7323","1865 339 Sir E.C. Kerrison, Bt. C",150,"tesseract"
"7324","[Resignation in order to contest Suffolk, Eastern]",150,"tesseract"
"7325","1866 Hon. G.W. Barrington (ViscountBerrington) C",150,"tesseract"
"7326","(27/7)",150,"tesseract"
"7327","1868 1,198 Viscount Barrington C",150,"tesseract"
"7328","1874 1,163 Viscount Barrington C",150,"tesseract"
"7329","[Appointed Vice-Chamberlain of HM. Household]",150,"tesseract"
"7330","1874 1,163 Viscount Bertington C",150,"tesseract"
"7331","(19/3) C. Easton L",150,"tesseract"
"7332","1880 1,081 E.A. Bartlett C",150,"tesseract"
"7333","C. Easton L",150,"tesseract"
"7334","[Appointed a Civil Lord of the Admiralty]",150,"tesseract"
"7335","1885 983' E.A. Bartlett C",150,"tesseract"
"7336","(2/7) M.L. Hawks: L",150,"tesseract"
"7337","127",150,"tesseract"
"7338","C0 81C",150,"tesseract"
"7339","Vom",150,"tesseract"
"7340","Unopp.",150,"tesseract"
"7341","Unopp.",150,"tesseract"
"7342","Unopp.",150,"tesseract"
"7343","Unopp.",150,"tesseract"
"7344","Unopp.",150,"tesseract"
"7345","Unopp.",150,"tesseract"
"7346","Unopp.",150,"tesseract"
"7347","Unopp.",150,"tesseract"
"7348","Unopp.",150,"tesseract"
"7349","U nopp.",150,"tesseract"
"7350","Unopp.",150,"tesseract"
"7351","Unopp.",150,"tesseract"
"7352","656",150,"tesseract"
"7353","386",150,"tesseract"
"7354","540",150,"tesseract"
"7355","478",150,"tesseract"
"7356","473",150,"tesseract"
"7357","336",150,"tesseract"
"7358","Election",151,"tesseract"
"7359","1832",151,"tesseract"
"7360","1835",151,"tesseract"
"7361","1837",151,"tesseract"
"7362","1841",151,"tesseract"
"7363","1847",151,"tesseract"
"7364","1852",151,"tesseract"
"7365","[Election declared void on petition]",151,"tesseract"
"7366","1853",151,"tesseract"
"7367","(7/3)",151,"tesseract"
"7368","[Death]",151,"tesseract"
"7369","1854",151,"tesseract"
"7370","(24/10)",151,"tesseract"
"7371","Electors",151,"tesseract"
"7372","322",151,"tesseract"
"7373","285",151,"tesseract"
"7374","291",151,"tesseract"
"7375","340",151,"tesseract"
"7376","412",151,"tesseract"
"7377","383",151,"tesseract"
"7378","365",151,"tesseract"
"7379","FROME [71]",151,"tesseract"
"7380","Cand “date",151,"tesseract"
"7381","T. Sheppard",151,"tesseract"
"7382","Sir T.S.M. Champneys",151,"tesseract"
"7383","T. Sheppard",151,"tesseract"
"7384","M. Bridges",151,"tesseract"
"7385","Sir C. Boyle",151,"tesseract"
"7386","T. Sheppard",151,"tesseract"
"7387","Sir C. Boyle",151,"tesseract"
"7388","T. Sheppard",151,"tesseract"
"7389","WJ. Sturch",151,"tesseract"
"7390","Hon. R.E. Boyle",151,"tesseract"
"7391","Hon. R.E. Boyle",151,"tesseract"
"7392","Hon. FLE. Boyle",151,"tesseract"
"7393","Viscount Dungarvan",151,"tesseract"
"7394","D. Nicoll",151,"tesseract"
"7395","[Succession to the Peerage — Earl of Cork and Orrery]",151,"tesseract"
"7396","1856",151,"tesseract"
"7397","(23/7)",151,"tesseract"
"7398","1857",151,"tesseract"
"7399","1859",151,"tesseract"
"7400","1865",151,"tesseract"
"7401","1868",151,"tesseract"
"7402","1874",151,"tesseract"
"7403","366",151,"tesseract"
"7404","363",151,"tesseract"
"7405","385",151,"tesseract"
"7406","414",151,"tesseract"
"7407","1 .267",151,"tesseract"
"7408","1 ,327",151,"tesseract"
"7409","Hon. W.G. Boyle",151,"tesseract"
"7410","Lord Edward Thynne",151,"tesseract"
"7411","D. Nicoll",151,"tesseract"
"7412","Hon. W.G. Boyle",151,"tesseract"
"7413","Lord Edward Thynne",151,"tesseract"
"7414","Lord Edward Thynne",151,"tesseract"
"7415","D. Nicoll",151,"tesseract"
"7416","Sir H.C. Rawlinson",151,"tesseract"
"7417","J.W.D.T. Wickham",151,"tesseract"
"7418","1'. Hughes",151,"tesseract"
"7419","W.G. Sleigh",151,"tesseract"
"7420","H.C. Lopes",151,"tesseract"
"7421","W.H. Willans",151,"tesseract"
"7422","Party",151,"tesseract"
"7423","l'l-C",151,"tesseract"
"7424","I'O",151,"tesseract"
"7425","[-7.",151,"tesseract"
"7426","0r r0 Orr 0r",151,"tesseract"
"7427","Ol—",151,"tesseract"
"7428","1'0",151,"tesseract"
"7429","Votes",151,"tesseract"
"7430","163",151,"tesseract"
"7431","100",151,"tesseract"
"7432","100",151,"tesseract"
"7433","78",151,"tesseract"
"7434","51",151,"tesseract"
"7435","124",151,"tesseract"
"7436","120",151,"tesseract"
"7437","154",151,"tesseract"
"7438","129",151,"tesseract"
"7439","Unopp.",151,"tesseract"
"7440","Unopp.",151,"tesseract"
"7441","Unopp.",151,"tesseract"
"7442","181",151,"tesseract"
"7443","129",151,"tesseract"
"7444","158",151,"tesseract"
"7445","157",151,"tesseract"
"7446","162",151,"tesseract"
"7447","92",151,"tesseract"
"7448","72",151,"tesseract"
"7449","194",151,"tesseract"
"7450","147",151,"tesseract"
"7451","206",151,"tesseract"
"7452","183",151,"tesseract"
"7453","571",151,"tesseract"
"7454","476",151,"tesseract"
"7455","642",151,"tesseract"
"7456","557",151,"tesseract"
"7457","[Resignation on appointment as a Judge of the Common Pleas Division of the High Court of Justice]",151,"tesseract"
"7458","1876",151,"tesseract"
"7459","(24/11)",151,"tesseract"
"7460","1,351",151,"tesseract"
"7461","Co 81C",151,"tesseract"
"7462","H.B. Samuelson",151,"tesseract"
"7463","Sir J. Fergusson, St.",151,"tesseract"
"7464","128",151,"tesseract"
"7465","L",151,"tesseract"
"7466","C",151,"tesseract"
"7467","661",151,"tesseract"
"7468","568",151,"tesseract"
"7469","Elocfnn",152,"tesseract"
"7470","1880",152,"tesseract"
"7471","Petitions:—",152,"tesseract"
"7472","1852:",152,"tesseract"
"7473","1859:",152,"tesseract"
"7474","1865:",152,"tesseract"
"7475","E locton",152,"tesseract"
"7476","1 ,383",152,"tesseract"
"7477","Void election",152,"tesseract"
"7478","Withdrawn",152,"tesseract"
"7479","Withdrawn",152,"tesseract"
"7480","Co 81c",152,"tesseract"
"7481","FROME [71] (Cont)",152,"tesseract"
"7482","Gandhi“.",152,"tesseract"
"7483","H.B. Samuelson",152,"tesseract"
"7484","129",152,"tesseract"
"7485","Party",152,"tesseract"
"7486","Votes",152,"tesseract"
"7487","Unopp.",152,"tesseract"
"7488","GATESHEAD [72]",153,"tesseract"
"7489","Election Electors Candidm",153,"tesseract"
"7490","1832 454 C. Flippon",153,"tesseract"
"7491","1835 506 C. Rippon",153,"tesseract"
"7492","1837 534 C. Rippon",153,"tesseract"
"7493","J.W. Williamson",153,"tesseract"
"7494","1841 554 W. Hutt",153,"tesseract"
"7495","1847 656 W. Hutt",153,"tesseract"
"7496","1852 711 W. Hutt",153,"tesseract"
"7497","Hon. A.F.O. Liddell",153,"tesseract"
"7498","R. Walters",153,"tesseract"
"7499","1857 895 W. Hutt",153,"tesseract"
"7500","1859 913 W. Hutt",153,"tesseract"
"7501","[Appointed Vice-President of the Board of Trade]",153,"tesseract"
"7502","1860 W. Hutt",153,"tesseract"
"7503","(13/2)",153,"tesseract"
"7504","1865 1,165 W. Hutt",153,"tesseract"
"7505","1868 5,578 Sir w. Hutt",153,"tesseract"
"7506","W. Arbuthnot",153,"tesseract"
"7507","1874 9,782 W.H . James",153,"tesseract"
"7508","R. Forster",153,"tesseract"
"7509","W. Arbuthnot",153,"tesseract"
"7510","1880 11,551 W.H. James",153,"tesseract"
"7511","G. Bruce",153,"tesseract"
"7512","130",153,"tesseract"
"7513","CL) 81C",153,"tesseract"
"7514","Pnny",153,"tesseract"
"7515","I'l-",153,"tesseract"
"7516","['0'-",153,"tesseract"
"7517","001' 0|-",153,"tesseract"
"7518","0|""",153,"tesseract"
"7519","Votes",153,"tesseract"
"7520","Unopp.",153,"tesseract"
"7521","Unopp.",153,"tesseract"
"7522","236",153,"tesseract"
"7523","151",153,"tesseract"
"7524","Unopp.",153,"tesseract"
"7525","Unopp.",153,"tesseract"
"7526","270",153,"tesseract"
"7527","190",153,"tesseract"
"7528","136",153,"tesseract"
"7529","Unopp.",153,"tesseract"
"7530","Unopp.",153,"tesseract"
"7531","Unopp.",153,"tesseract"
"7532","Unopp.",153,"tesseract"
"7533","2 .442",153,"tesseract"
"7534","1 ,406",153,"tesseract"
"7535","4,250",153,"tesseract"
"7536","1,396",153,"tesseract"
"7537","12",153,"tesseract"
"7538","5 ,749",153,"tesseract"
"7539","1 ,570",153,"tesseract"
"7540","GLOUCESTER [73]",154,"tesseract"
"7541","(Two Seats)",154,"tesseract"
"7542","Election Electors Com! idea Party Votes",154,"tesseract"
"7543","1832 1,427 1M.F.F. Berkeley L 684",154,"tesseract"
"7544","J. Phillpottl L 658",154,"tesseract"
"7545","1H.T. Hope C 549",154,"tesseract"
"7546","[Appointment of Berkeley as a Lord Commissioner of the Admiralty]",154,"tesseract"
"7547","1833 1,427 H.T. Hope C 566",154,"tesseract"
"7548","(9/4) - M.F.F. Berkeley L 457",154,"tesseract"
"7549","1835 1,523 M.F.F . Berkeley L 708",154,"tesseract"
"7550","H.T. Hope C 621",154,"tesseract"
"7551",".l. Phillpotts L 598",154,"tesseract"
"7552","W. Cother C 402",154,"tesseract"
"7553","1837 1,674 H.T. Hope C 727",154,"tesseract"
"7554","J. Phillpotts L 710",154,"tesseract"
"7555","M.F.F. Berkeley L 630",154,"tesseract"
"7556","[Hope seeks re-election after election petition against him had been dismissed]",154,"tesseract"
"7557","1838 1,674 H.T. Hope C 685",154,"tesseract"
"7558","(21/5) E. Webb L 579",154,"tesseract"
"7559","1841 1876 J. Phillpotts L 753",154,"tesseract"
"7560","M.F.F. Berkeley L 732",154,"tesseract"
"7561","H.T. Hope C 646",154,"tesseract"
"7562","Viscount Loltus C 510",154,"tesseract"
"7563","[Appointment of Berkeley as a Lord Commissioner of the Admiralty)",154,"tesseract"
"7564","1846 M.F.F. Berkeley L Unopp.",154,"tesseract"
"7565","(11/7)",154,"tesseract"
"7566","1847 1,631 ' M.F.F. Berkeley L Unopp.",154,"tesseract"
"7567","H.T. Hope C Unopp.",154,"tesseract"
"7568","1852 1,621 W.P. Price L 831",154,"tesseract"
"7569","M.F.F. Berkeley L 786",154,"tesseract"
"7570","H.T. Hope C 760",154,"tesseract"
"7571","[Appointment of Berkeley as a Lord Commissioner of the Admiralty]",154,"tesseract"
"7572","1853 1,652 M.F.F. Berkeley L 761",154,"tesseract"
"7573","(4/1) H.T. Hope C 670",154,"tesseract"
"7574","[Price seeks reelection]",154,"tesseract"
"7575","1855 W.P. Price L Unopp.",154,"tesseract"
"7576","(31/3)",154,"tesseract"
"7577","1857 1,743 Sir R.W. Cerden C 742",154,"tesseract"
"7578","W.P. Price L 717",154,"tesseract"
"7579","Sir M.F.F. Berkeley L 710",154,"tesseract"
"7580","131",154,"tesseract"
"7581","C0 81C",154,"tesseract"
"7582","GLOUCESTER [73] (Cont)",155,"tesseract"
"7583","(Two Seats)",155,"tesseract"
"7584","Election Electors Candidate Party Votes",155,"tesseract"
"7585","1859 1,721 W.P. Price L 807",155,"tesseract"
"7586","CJ. Monk L 779",155,"tesseract"
"7587","Sir R.W. Cerden C 595",155,"tesseract"
"7588","[Election declared void on petition]",155,"tesseract"
"7589","1862 1 ,742 Hon. C.P.F . Berkeley L 761",155,"tesseract"
"7590","(26/2) J.J. Powell L 716",155,"tesseract"
"7591","R. Potter C 687",155,"tesseract"
"7592","[Appointment of Powell as Recorder of Wolverhampton]",155,"tesseract"
"7593","1864 J.J. Powell L Unopp.",155,"tesseract"
"7594","(25/5)",155,"tesseract"
"7595","1865 1,715 W.P. Price L 854",155,"tesseract"
"7596","0.1. Monk L 774",155,"tesseract"
"7597","AS. Kennerd C 726",155,"tesseract"
"7598","1868 4,4371 W.P. Price L 1,933",155,"tesseract"
"7599","C.J. Monk L 1,922",155,"tesseract"
"7600","W.N. Lees C 1,520",155,"tesseract"
"7601","EJ. Brennan C 1,504",155,"tesseract"
"7602","[Resignation oi Price on appointment as e Railway Commissioner]",155,"tesseract"
"7603","1873 4,737 W.K. Wait C 1,850",155,"tesseract"
"7604","(8/5) T. Robinson L 1,767",155,"tesseract"
"7605","1874 4,838 W.K.Wait C 2,132",155,"tesseract"
"7606","C.J. Monk L 2,070",155,"tesseract"
"7607","JJ. Powell L 1.990",155,"tesseract"
"7608","Sir J.J.T. Lawrence, St. C 1365",155,"tesseract"
"7609","1880 5,583 T. Robinson L 2,797",155,"tesseract"
"7610","C.J. Monk L 2,680",155,"tesseract"
"7611","W.K. Weit C 2,304",155,"tesseract"
"7612","B. St.J. Ackers C 1898",155,"tesseract"
"7613","Petitions:—",155,"tesseract"
"7614","1837: Dismissed (Hope only)",155,"tesseract"
"7615","1841: Withdrawn",155,"tesseract"
"7616","1852: Withdrawn (Price only)",155,"tesseract"
"7617","1857: Dismissed",155,"tesseract"
"7618","1859: Void election",155,"tesseract"
"7619","1868: Withdrawn",155,"tesseract"
"7620","1873: Dismissed",155,"tesseract"
"7621","1880: Election 01 Robinson declared void. Petition against Monk dismissed. Writ suspended",155,"tesseract"
"7622","Note: —",155,"tesseract"
"7623","1865: Price resigned and then sought re-election after he had accepted a Government con-",155,"tesseract"
"7624","tract in the Crimea which would have disqualified him from remaining a Member of",155,"tesseract"
"7625","the House of Commons.",155,"tesseract"
"7626","C0 81C",155,"tesseract"
"7627","132",155,"tesseract"
"7628","Eloction Elocton",156,"tesseract"
"7629","1832 698",156,"tesseract"
"7630","1835 667",156,"tesseract"
"7631","1837 669",156,"tesseract"
"7632","1841 691 ’",156,"tesseract"
"7633","1847 760",156,"tesseract"
"7634","1852 774",156,"tesseract"
"7635","1857 740",156,"tesseract"
"7636","1859 743",156,"tesseract"
"7637","1865 755",156,"tesseract"
"7638","[Resignation of Welby in order to contest Linoolnshire, Parts of Kesteven and Holland]",156,"tesseract"
"7639","1868 755'",156,"tesseract"
"7640","(27/4)",156,"tesseract"
"7641","1868 2,018",156,"tesseract"
"7642","1874 2,199",156,"tesseract"
"7643","1880 2,390",156,"tesseract"
"7644","C0 81C",156,"tesseract"
"7645","GRANTHAM [74]",156,"tesseract"
"7646","(Two Seats)",156,"tesseract"
"7647","Cand idato",156,"tesseract"
"7648","Hon. A.G. Tollemache",156,"tesseract"
"7649","tG.E. Wclby",156,"tesseract"
"7650","Sir MJ. Cholmeley, Bt.",156,"tesseract"
"7651","Hon. A.G. Tollomache",156,"tesseract"
"7652","G.E. Wolby",156,"tesseract"
"7653","G .F. Holt",156,"tesseract"
"7654","G .E. Wolby",156,"tesseract"
"7655","Hon. F.J.Tollemache",156,"tesseract"
"7656","R . Tumor",156,"tesseract"
"7657","Hon. F.J. Tollernache",156,"tesseract"
"7658","G.E. Wolby",156,"tesseract"
"7659","Hon. F.J. Tollernache",156,"tesseract"
"7660","G.E. Welby",156,"tesseract"
"7661","G.E. Walby",156,"tesseract"
"7662","Lord William Graham",156,"tesseract"
"7663","Hon. F.J. Tollemache",156,"tesseract"
"7664","W.E. Welby",156,"tesseract"
"7665","Hon. F.J. Tollemache",156,"tesseract"
"7666","Lord William Graham",156,"tesseract"
"7667","Hon. F.J. Tollemache",156,"tesseract"
"7668","W.E. Welby",156,"tesseract"
"7669","J.H. ThOl’Old",156,"tesseract"
"7670","W.E. Welby",156,"tesseract"
"7671","Hon. F.J. Tollemache",156,"tesseract"
"7672","E. Tumor",156,"tesseract"
"7673","H.A.H. Cholrneley",156,"tesseract"
"7674","H.A.H. Cholmeley",156,"tesseract"
"7675","Hon. F.J. Tollemache",156,"tesseract"
"7676","Sir H.A.H. Cholmeley, Bt.",156,"tesseract"
"7677","H.F.C. Cum",156,"tesseract"
"7678","J.W. Mellor",156,"tesseract"
"7679","J.W. Mellor",156,"tesseract"
"7680","C.S. Roundell",156,"tesseract"
"7681","H.F .0. Cost",156,"tesseract"
"7682","C.B. Marlay",156,"tesseract"
"7683","133",156,"tesseract"
"7684","Party",156,"tesseract"
"7685","OI"" OI'O 000 00 CO ['00 FOO",156,"tesseract"
"7686","('00",156,"tesseract"
"7687","C",156,"tesseract"
"7688","L",156,"tesseract"
"7689","['01. PP",156,"tesseract"
"7690","001'!-",156,"tesseract"
"7691","Vom",156,"tesseract"
"7692","303",156,"tesseract"
"7693","241",156,"tesseract"
"7694","351",156,"tesseract"
"7695","351",156,"tesseract"
"7696","149",156,"tesseract"
"7697","398",156,"tesseract"
"7698","291",156,"tesseract"
"7699","Unopp.",156,"tesseract"
"7700","Unopp.",156,"tesseract"
"7701","Unopp.",156,"tesseract"
"7702","Unopp.",156,"tesseract"
"7703","483",156,"tesseract"
"7704","375",156,"tesseract"
"7705","329",156,"tesseract"
"7706","472",156,"tesseract"
"7707","393",156,"tesseract"
"7708","Unopp.",156,"tesseract"
"7709","Unopp.",156,"tesseract"
"7710","432",156,"tesseract"
"7711","404",156,"tesseract"
"7712","31 5",156,"tesseract"
"7713","374",156,"tesseract"
"7714","299",156,"tesseract"
"7715","Unopp.",156,"tesseract"
"7716","Unopp.",156,"tesseract"
"7717","1 .055",156,"tesseract"
"7718","965",156,"tesseract"
"7719","899",156,"tesseract"
"7720","1 .329",156,"tesseract"
"7721","1 .304",156,"tesseract"
"7722","915",156,"tesseract"
"7723","835",156,"tesseract"
"7724","Elation Electors",157,"tesseract"
"7725","1868 2,722",157,"tesseract"
"7726","1874 2 356",157,"tesseract"
"7727","1880 3,286",157,"tesseract"
"7728","[Election declared void on petition]",157,"tesseract"
"7729","1880 3,286",157,"tesseract"
"7730","(2/7)",157,"tesseract"
"7731","Petition :—",157,"tesseract"
"7732","1880: Void election",157,"tesseract"
"7733","GRAVESEND [75]",157,"tesseract"
"7734","Cold ﬂot-",157,"tesseract"
"7735","Sir CJ. Wingfieid",157,"tesseract"
"7736","B.C.T. Pim",157,"tesseract"
"7737","B.C.T. Pim",157,"tesseract"
"7738","Sir CJ. Wingfield",157,"tesseract"
"7739","T. Bevan",157,"tesseract"
"7740","Sir F.W. Truscott",157,"tesseract"
"7741","Sir S.H. Waterlow, Bt.",157,"tesseract"
"7742","Sir R. Peel, Bt.",157,"tesseract"
"7743","134",157,"tesseract"
"7744","Party",157,"tesseract"
"7745","O!""",157,"tesseract"
"7746","['0",157,"tesseract"
"7747","Of-",157,"tesseract"
"7748","1 .504",157,"tesseract"
"7749","1 .284",157,"tesseract"
"7750","GREAT GRIMSBY (76]",158,"tesseract"
"7751","EIoction Electors Cant! Home",158,"tesseract"
"7752","1832 656 W. Mexﬁeld",158,"tesseract"
"7753","1Lord Loughborough",158,"tesseract"
"7754","1835 592 E. Heneage (1)",158,"tesseract"
"7755","Sir A.C. Grant, Bt.",158,"tesseract"
"7756","1837 590 E. Heneage (1)",158,"tesseract"
"7757","1841 573 E. Heneage (1)",158,"tesseract"
"7758","1847 619 E. Heneage (1)",158,"tesseract"
"7759","1852 861 Earl Annuby",158,"tesseract"
"7760","E. Heneage (1)",158,"tesseract"
"7761","1857 888 Lord Worsley",158,"tesseract"
"7762","1859 920 Lord Worsley",158,"tesseract"
"7763","C.W. Parker",158,"tesseract"
"7764","[Succession to the Peerage — Earl of Yarborough]",158,"tesseract"
"7765","1862 1 ,062 J. Chapman",158,"tesseract"
"7766","(14/2) G.F. Heneage",158,"tesseract"
"7767","1865 1,273 J. Fildes",158,"tesseract"
"7768","J. Chapman",158,"tesseract"
"7769","1868 4,348 G. Tomline",158,"tesseract"
"7770","J. Fildes",158,"tesseract"
"7771","1874 5,091 J. Chapman",158,"tesseract"
"7772","E. Heneage (2)",158,"tesseract"
"7773","[Death]",158,"tesseract"
"7774","1877 5,235 A.M. Watkin",158,"tesseract"
"7775","(3/8) P.K. Seddon",158,"tesseract"
"7776","P. Sayle",158,"tesseract"
"7777","1880 6,562 E. Heneage (2)",158,"tesseract"
"7778","GM. Hutton",158,"tesseract"
"7779","Petition :—",158,"tesseract"
"7780","1862: Dismiuod",158,"tesseract"
"7781","135",158,"tesseract"
"7782","C0 81C",158,"tesseract"
"7783","Pa rty",158,"tesseract"
"7784","Ol‘",158,"tesseract"
"7785","01'",158,"tesseract"
"7786","('0",158,"tesseract"
"7787","l""!-",158,"tesseract"
"7788","l-O ('1‘ PO",158,"tesseract"
"7789","1'0!-",158,"tesseract"
"7790","01-",158,"tesseract"
"7791","Votes",158,"tesseract"
"7792","297",158,"tesseract"
"7793","158",158,"tesseract"
"7794","260",158,"tesseract"
"7795","227",158,"tesseract"
"7796","Unopp.",158,"tesseract"
"7797","Unopp.",158,"tesseract"
"7798","Unopp.",158,"tesseract"
"7799","347",158,"tesseract"
