"","text","page","method","year"
"7044","            rector.",114,"hathi",1901
"7045","         Southern Car & Foundry Co., Director.",114,"hathi",1901
"7046","CHIPMAN, W. A., 25 Whitehall Street.",114,"hathi",1901
"7047","         Southern Handle Manufacturing Co., Vice-President and Director.",114,"hathi",1901
"7048","CHISHOLM, H. J., 30 Broad Street.",114,"hathi",1901
"7049","         International Paper Co., President and Director.",114,"hathi",1901
"7050","CHISHOLM, STEWART H., 2017 Empire Building.",114,"hathi",1901
"7051","         American Grass Twine Co., President and Director.",114,"hathi",1901
"7052","         American Steel & Wire Co., Fourth Vice-President and Director.",114,"hathi",1901
"7053","         Chisholm & Moore Manufacturing Co., President and Director.",114,"hathi",1901
"7054","         Cleveland Terminal & Valley Railway, Director.",114,"hathi",1901
"7055","         Long Arm System Co., President and Director.",114,"hathi",1901
"7056","         Planters Compress Co., Director.",114,"hathi",1901
"7057","         Sears Typo-Matrix Co., President and Director.",114,"hathi",1901
"7058","CHISOLM. B. OGDEN, 66 Beaver Street.",114,"hathi",1901
"7059","         Greenwich Savings Bank, The, Secretary and Trustee.",114,"hathi",1901
"7060","CHITTENDEN, R. PERCY, City Hall, Brooklyn.",114,"hathi",1901
"7061","         Exposed Treasure Gold Mining Co., Attorney, Counsel and Director.",114,"hathi",1901
"7062","CHITTENDEN. S. B., 100 William Street.",114,"hathi",1901
"7063","         Brooklyn Academy of Music, Director.",114,"hathi",1901
"7064","CHITTICK, WILLIAM G., JR., 45 Broadway.",114,"hathi",1901
"7065","         American Auto-Music Co., Secretary and Director.",114,"hathi",1901
"7066","CHOATE, JOSEPH H., 52 Wall Street.",114,"hathi",1901
"7067","         Eagle Fire Insurance Co., The, Director.",114,"hathi",1901
"7068","         German-American     Insurance Co., Director.",114,"hathi",1901
"7069","         N. Y. Life Insurance & Trust Co., Trustee.",114,"hathi",1901
"7070","CHRISTALL, GEORGE, 29 Broadway.",114,"hathi",1901
"7071","         Batopllas Mining Co., The, Director.",114,"hathi",1901
"7072","         Trinidad Shipping & Trading Co. (Limited). The, President and Director.",114,"hathi",1901
"7073","CHRISTIAN, E. D., Ill Fifth Avenue.",114,"hathi",1901
"7074","         American Snuff Co., Director.",114,"hathi",1901
"7075","CHRISTIE, ROBERT, 32 Burling Slip.",114,"hathi",1901
"7076","         China & Japan Trading Co. (Limited), Vice-President and Director",114,"hathi",1901
"7077","CHRISTMAS, WILLIAM R., 58 Stone Street.",114,"hathi",1901
"7078","         Oakes Manufacturing Co., Secretary. Treasurer and Director.",114,"hathi",1901
"7079","",114,"hathi",1901
"7080","                    DIRECTORY         OF DIRECTORS.                          115",115,"hathi",1901
"7081","",115,"hathi",1901
"7082","CHRISTY, WILLIAM,       15 Broad Street.",115,"hathi",1901
"7083","         Phoenix Gold Mining Co., Treasurer and Director.",115,"hathi",1901
"7084","CHRYSTAL, THOMAS B., 21 Park Row Building.",115,"hathi",1901
"7085","         Chrystal Publishing Co., The, President, Manager and Director.",115,"hathi",1901
"7086","CHRYSTIE, JOHN A., 271 Broadway.",115,"hathi",1901
"7087","         Commercial Gas Co. President and Director.",115,"hathi",1901
"7088","CHRYSTIE. T. LUDLOW, 50 Broadway.",115,"hathi",1901
"7089","         Omega Association, Secretary and Director.",115,"hathi",1901
"7090","CHUBB, PERCY, 7 South William Street.",115,"hathi",1901
"7091","         American Colonial Bank of Porto Rico, Director.",115,"hathi",1901
"7092","         Merchants' & Manufacturers'       Warehousing Co., Director.",115,"hathi",1901
"7093","         Real Estate Trust Co., Trustee.",115,"hathi",1901
"7094","CHUMASERO, R. E., 1207 Bedford Avenue, Brooklyn.",115,"hathi",1901
"7095","         W. S. Weed Ice Cream Co., Secretary and Director.",115,"hathi",1901
"7096","CHUR, WALTER, 24 Park Place.",115,"hathi",1901
"7097","         Gamewell Fire Alarm Telegraph Co., Director.",115,"hathi",1901
"7098","CHURCH, E. DWIGHT, 65 Wall Street.",115,"hathi",1901
"7099","        Associated Manufacturers'      Mutual Fire Insurance Corporation, The, Di",115,"hathi",1901
"7100","             rector.",115,"hathi",1901
"7101","        Cedar Grove Cemetery Co., Director.",115,"hathi",1901
"7102","         Church & Dwight Co., First Vice-President and Director.",115,"hathi",1901
"7103","        Long Island Building & Loan Association, Director.",115,"hathi",1901
"7104","         Manufacturers' Trust Co., Brooklyn, Director.",115,"hathi",1901
"7105","CHURCH, E. DWIGHT, JR., 65 Wall Street.",115,"hathi",1901
"7106","         Church & Dwight Co., Secretary and Director.",115,"hathi",1901
"7107","CHURCH, GEORGE H., 44 Wall Street.",115,"hathi",1901
"7108","        Duluth, South Shore & Atlantic Railway Co., Secretary, Assistant Treas",115,"hathi",1901
"7109","             urer and Director.",115,"hathi",1901
"7110","         Mineral Range R.R. Co., Assistant Secretary, Assistant Treasurer and",115,"hathi",1901
"7111","             Director.",115,"hathi",1901
"7112","        Sault Ste. Marie Bridge Co., Secretary, Treasurer and Director.",115,"hathi",1901
"7113","         United Electric Light & Power Co., Secretary and Director.",115,"hathi",1901
"7114","CHURCH, JAMES A., 65 Wall Street.",115,"hathi",1901
"7115","         Church & Dwight Co., Assistant Treasurer and Director.",115,"hathi",1901
"7116","CHURCH. JAMES C, 26 Court Street, Brooklyn.",115,"hathi",1901
"7117","        De Dion-Bouton Motorette Co., Director.",115,"hathi",1901
"7118","CHURCH, N. B., 165 Front Street.",115,"hathi",1901
"7119","         Fisheries Co., The, Vice-President, Manager and Director.",115,"hathi",1901
"7120","CHURCH, SAMUEL M., HI Fifth Avenue.",115,"hathi",1901
"7121","         Pennant Shirt Co., The, Vice-President and Director.",115,"hathi",1901
"7122","CILLEY, EDWARD H., 141 Greene Street.",115,"hathi",1901
"7123","        Standard Emuision Co., Secretary, Treasurer and Director.",115,"hathi",1901
"7124","CILLEY, JOHN K., 407 Broadway.",115,"hathi",1901
"7125","         Ninth National Bank, Director.",115,"hathi",1901
"7126","        Scarsdale Estates, Director.",115,"hathi",1901
"7127","CILLIS, HUBERT, 20 Nassau Street.",115,"hathi",1901
"7128","        Germania Life Insurance Co. of N. Y., The, Vice-President, Secretary and",115,"hathi",1901
"7129","             Director.",115,"hathi",1901
"7130","CITRON, CASPER, 334 Gold Street, Brooklyn.",115,"hathi",1901
"7131","        Metropolitan Tobacco Co., Director.",115,"hathi",1901
"7132","CLAFLIN, JOHN, 224 Church Street.",115,"hathi",1901
"7133","        American Exchange National Bank, The, Director.",115,"hathi",1901
"7134","        Commercial Union Assurance Co. (Limited), of London, Director.",115,"hathi",1901
"7135","        Commercial Union Fire Insurance Co. of N. Y., Director.",115,"hathi",1901
"7136","        Commonwealth Insurance Co., The, Director.",115,"hathi",1901
"7137","        H. B. Claflln Co., The, President and Director.",115,"hathi",1901
"7138","         Lancashire Insurance Co., Trustee.",115,"hathi",1901
"7139","         National Bank of Commerce, Director.",115,"hathi",1901
"7140","         N. Y. Life Insurance Co., Trustee.",115,"hathi",1901
"7141","                                     [Continued.]",115,"hathi",1901
"7142","",115,"hathi",1901
"7143","116          THE AUDIT COMPANY OF NEW YORK.",116,"hathi",1901
"7144","       Palatine Insurance Co., Trustee.",116,"hathi",1901
"7145","       U. S. Trust Co., Director.",116,"hathi",1901
"7146","CLANCY, JOHN J., 962 Eighth Avenue.",116,"hathi",1901
"7147","          Riverside Bank, Vice-President and Director.",116,"hathi",1901
"7148","CLAPP, BELA P.,         Broadway.",116,"hathi",1901
"7149","                      245",116,"hathi",1901
"7150","          B. P. Clapp Ammonia Co., President and Director.",116,"hathi",1901
"7151","CLAPP, HENRY D., 120 Broadway.",116,"hathi",1901
"7152","          Southeast Florida Fruit & Tobacco Co., The, President and Director.",116,"hathi",1901
"7153","CLAPPERTON, GEORGE. 253 Broadway.",116,"hathi",1901
"7154","         Atlantic Cable Directory & Code Co., President and Director.",116,"hathi",1901
"7155","          Commercial Cable & Telegraph Co., Director.",116,"hathi",1901
"7156","         Commercial Cable Co. of Cuba, Director.",116,"hathi",1901
"7157","          Electric Building, Loan & Savings Association, Director.",116,"hathi",1901
"7158","         U. S. & Hayti Telegraph & Cable Co., Director.",116,"hathi",1901
"7159","CLARE, WILLIAM K., 45 Exchange Place.",116,"hathi",1901
"7160","         Security Silk Storage Co., The, Vice-President and Director.",116,"hathi",1901
"7161","CLARK, A. LINCOLN, 7 West One Hundred Tenth Street.",116,"hathi",1901
"7162","          Lincoln-Valentine Co., President and Director.",116,"hathi",1901
"7163","CLARK, ALEXANDER, 4 Murray Street.",116,"hathi",1901
"7164","         N. Y. Bill Posting Co., President and Director.",116,"hathi",1901
"7165","CLARK, AMASA B., 100 Broadway.",116,"hathi",1901
"7166","         Clark & Co., President, Treasurer and Director.",116,"hathi",1901
"7167","CLARK, AMOS, 24 Whitehall Street.",116,"hathi",1901
"7168","         Central Oil & Supply Co., Treasurer and Director.",116,"hathi",1901
"7169","         Lincoln-Valentine Co., Director.",116,"hathi",1901
"7170","CLARK, BERNARD S., 9 Cotton Exchange.",116,"hathi",1901
"7171","         Bertha Mineral Co., President and Director.",116,"hathi",1901
"7172","         Interstate Coal & Iron Co., President and Director.",116,"hathi",1901
"7173","CLARK, BURNET L., 126 Liberty Street.",116,"hathi",1901
"7174","         J. Shepherd Clark Co., Vice-President and Director.",116,"hathi",1901
"7175","         Tropical Ice Machine Co., Secretary and Director.",116,"hathi",1901
"7176","CLARK, CHARLES F., 346 Broadway.",116,"hathi",1901
"7177","         American Cotton Oil Co., The, Director.",116,"hathi",1901
"7178","         Bradstreet Co., The, President and Director.",116,"hathi",1901
"7179","         Cataract Construction Co., Director.",116,"hathi",1901
"7180","         Niagara Development Co., Director.                       0",116,"hathi",1901
"7181","         Niagara Falis Power Co., Director.",116,"hathi",1901
"7182","         Niagara Junction Railway, Director.",116,"hathi",1901
"7183","         Washington Trust Co., The, Vice-President and Trustee.",116,"hathi",1901
"7184","CLARK, CHARLES G., 65 Broadway.",116,"hathi",1901
"7185","         American Express Co., Treasurer and Director.",116,"hathi",1901
"7186","CLARK, CHARLES P., 5 Vanderbllt Avenue.",116,"hathi",1901
"7187","         N. Y., New Haven & Hartford R.R. Co., Director.",116,"hathi",1901
"7188","CLARK, CHARLES W., 43 Cedar Street.",116,"hathi",1901
"7189","        United Verde & Pacific Railway, Director.",116,"hathi",1901
"7190"," /LARK. CLARENCE W., 74 Wall Street.",116,"hathi",1901
"7191","         Bankers' Loan & Investment Co., President and Direcior.",116,"hathi",1901
"7192","CLARK, CYRUS. 327 West Seventy-sixth Street.",116,"hathi",1901
"7193","        Hamilton Bank of N. Y. City, Director.",116,"hathi",1901
"7194","CLARK, D. CRAWFORD. 56 Wall Street.",116,"hathi",1901
"7195","        American Agricultural Chemical Co., Director.",116,"hathi",1901
"7196","         Atlantic Trust Co., Trustee.",116,"hathi",1901
"7197","CLARK, E. H., 15 Broad Street.",116,"hathi",1901
"7198","        Deadwood Terra Mining Co., President and Director.",116,"hathi",1901
"7199","CLARK. E. S., 295 Throop Avenue. Brooklyn.",116,"hathi",1901
"7200","        Clarkwcll Co., The, Vice-President and Director.",116,"hathi",1901
"7201","CLARK. FRANCIS B., 126 Liberty Street.",116,"hathi",1901
"7202","        J. Shepherd Clark Co., Treasurer and Director.",116,"hathi",1901
"7203","        Tropical Ice Machine Co., Director.",116,"hathi",1901
"7204","",116,"hathi",1901
"7205","                       DIRECTORY        OF DIRECTORS.                          117",117,"hathi",1901
"7206","",117,"hathi",1901
"7207","CLARK,   G.   FISH,   220   Broadway.",117,"hathi",1901
"7208","         Kiondike & Copper River Transportation,     Trading & Mining Co., Sec",117,"hathi",1901
"7209","             retary and Director.",117,"hathi",1901
"7210","CLARK,   GEORGE C, 56 Wall Street.",117,"hathi",1901
"7211","         Atlantic Mutual Insurance Co., Trustee.",117,"hathi",1901
"7212","         Brearley School (Limited). The, Treasurer and Director.",117,"hathi",1901
"7213","         Logansport & Wabash Valley Gas Co., Director.",117,"hathi",1901
"7214","         Ohio & Indiana Consolidated Natural & Illuminating Gas Co., Director.",117,"hathi",1901
"7215","CLARK,   GEORGE H., JR., 11 Broadway.",117,"hathi",1901
"7216","         American Wood Fire-Proofing Co. (Limited), Director.",117,"hathi",1901
"7217","CLARK,   GEORGE W., 1S1 Broadway.",117,"hathi",1901
"7218","         Universal Typesetter Co., Secretary, Treasurer and Director.",117,"hathi",1901
"7219","CLARK,   H. I., 18 Wall Street.",117,"hathi",1901
"7220","         Buffalo Gas Co., Director.",117,"hathi",1901
"7221","         Peoria, Decatur & Evansville Railway Co., Director.",117,"hathi",1901
"7222","CLARK,   HARRY E., 203 Broadway.",117,"hathi",1901
"7223","         Golden Rule Tunnel & Mining Co., Director.",117,"hathi",1901
"7224","         Industrial Improvement Co., The, Secretary and Director.",117,"hathi",1901
"7225","CLARK,    HORACE L., 540 Broadway.",117,"hathi",1901
"7226","         Easthampton Gas Co., Director.",117,"hathi",1901
"7227","         First National Bank. Easthampton, Mass., Director.",117,"hathi",1901
"7228","         Williston & Knight Co., Secretary, Treasurer and Director.",117,"hathi",1901
"7229","CLARK, J. MITCHELL,      45 Wall Street.'",117,"hathi",1901
"7230","         Allentown Iron Works. President and Director.",117,"hathi",1901
"7231","CLARK, J.     S. H., 11 Broadway.",117,"hathi",1901
"7232","         American Wood Fire-Proofing Co. (Limited), Vice-President and Director",117,"hathi",1901
"7233","CLARK,   J. SHEPHERD, 126 Liberty Street.",117,"hathi",1901
"7234","         J. Shepherd Clark Co., President and Director.",117,"hathi",1901
"7235","         Tropical Ice Machine Co., President and Director.",117,"hathi",1901
"7236","CLARK,    J. WILLIAM, 345 Broadway.",117,"hathi",1901
"7237","         Benjamin Atha & Co., Director.",117,"hathi",1901
"7238","          Florida Manufacturing Co., Director.",117,"hathi",1901
"7239","         George A. Clark & Brother, Treasurer and Director.",117,"hathi",1901
"7240","         Spool Cotton Co., Vice-President and Director.",117,"hathi",1901
"7241","CLARK,    JAMES, 254 Elton Street, Brooklyn.",117,"hathi",1901
"7242","         East Side Co-operative Building & Loan Association, Trustee.",117,"hathi",1901
"7243","CLARK,   JOHN F., 71 Broadway.",117,"hathi",1901
"7244","         Mayne-Garoo Mining Co., Secretary, Treasurer and Director.",117,"hathi",1901
"7245","         Springfield Quarrying, Mining & Construction Co., President and Director.",117,"hathi",1901
"7246","CLARK,   JOHN M., 30 Pine Street.",117,"hathi",1901
"7247","         Glen Cove Mutual Insurance Co., Director.",117,"hathi",1901
"7248","CLARK,   L. V., 126 Liberty Street.",117,"hathi",1901
"7249","         J. Shepherd Clark Co., Director.",117,"hathi",1901
"7250","CLARK,   LESTER W., 20 Broad Street.",117,"hathi",1901
"7251","         Staten Island Railway, Director.",117,"hathi",1901
"7252","CLARK,   NOAH, 837 Manhattan Avenue. Brooklyn.",117,"hathi",1901
"7253","         F. E. Morse Co., of Chicago, President, Treasurer and Director.",117,"hathi",1901
"7254","CLARK,   P. K., 44 Park Place.",117,"hathi",1901
"7255","         American Lamp & Brass Co., Vice-President and Director.",117,"hathi",1901
"7256","CLARK,   ROBERT, JR., 13 Astor Place.",117,"hathi",1901
"7257","         Wharton & Co., Secretary and Director.",117,"hathi",1901
"7258","CLARK,   ROBERT INGRAM, 100 William Street.",117,"hathi",1901
"7259","         Pratt & Lambert, Vice-President and Director.",117,"hathi",1901
"7260","CLARK,   ROBERT K., 260 West Broadway.",117,"hathi",1901
"7261","         American Mercerizing Co., The, Secretary and Director.",117,"hathi",1901
"7262","         American Thread Co., Director.",117,"hathi",1901
"7263","CLARK,    SAMUEL A., 11 Broadway.",117,"hathi",1901
"7264","         American Wood Fire-Proofing Cr.. (Limited), Treasurer and Director",117,"hathi",1901
"7265","CLARK,   SAMUEL B., 496 Grand Street.",117,"hathi",1901
"7266","           S. M. Robins Co., President and Director.",117,"hathi",1901
"7267","",117,"hathi",1901
"7268","118       THE AUDIT COMPANY OF NEW YORK.",118,"hathi",1901
"7269","CLARK, SIGOURNEY FAYY,       42 Tiffany Place,   Brooklyn.",118,"hathi",1901
"7270","       Central Oil & Supply Co., President and Director.",118,"hathi",1901
"7271","CLARK, THOMAS, JR., 120 Broadway.",118,"hathi",1901
"7272","       Brooklyn City & Newtown R.R., Director.",118,"hathi",1901
"7273","       Coney Island & Brooklyn R.R. Co., Director.",118,"hathi",1901
"7274","       De Kalb & North Beach R.R. Co., Director.",118,"hathi",1901
"7275","       Long Island Safe Deposit Co., Brooklyn, Director.",118,"hathi",1901
"7276","CLARK, THOMAS E., 117 Montague Street, Brooklyn.",118,"hathi",1901
"7277","       Brooklyn City Safe Deposit Co., Secretary and Director.",118,"hathi",1901
"7278","CLARK, THOMAS F., 195 Broadway.",118,"hathi",1901
"7279","       American District Telegraph Co., Director.",118,"hathi",1901
"7280","       American Speaking Telephone Co., Vice-President and Director.",118,"hathi",1901
"7281","       Gold & Stock Telegraph Co., Vice-President and Director.",118,"hathi",1901
"7282","       International Ocean Telegraph Co., Vice-President and Director.",118,"hathi",1901
"7283","       N. Y. Mutual Telegraph Co., Director.",118,"hathi",1901
"7284","       N. Y. Telephone Co., Director.",118,"hathi",1901
"7285","       Southern & Atlantic Telegraph Co., Vice-President and Director.",118,"hathi",1901
"7286","       Southern Bell Telephone & Telegraph Co., Director.",118,"hathi",1901
"7287","       Stock Quotation Telegraph Co., Director.",118,"hathi",1901
"7288","       Western Union Telegraph Co., Vice-President and Director.",118,"hathi",1901
"7289","CLARK, U. CAMPBELL, 345 Broadway.",118,"hathi",1901
"7290","       American Insurance Co. of Newark, Director.",118,"hathi",1901
"7291","       Clark Thread Co., The, Vice-President and Director.",118,"hathi",1901
"7292","       Florida Manufacturing Co., President and Director.",118,"hathi",1901
"7293","       George A. Clark & Brothers, Director.",118,"hathi",1901
"7294","       Marshall & Co., Director.",118,"hathi",1901
"7295","       National State Bank of Newark, Director.",118,"hathi",1901
"7296","       Spool Cotton Co., Vice-President and Director.",118,"hathi",1901
"7297","CLARK, W. IRVING, 66 Maiden Lane.",118,"hathi",1901
"7298","       Bank for Savings, Trustee.",118,"hathi",1901
"7299","       Market & Fulton National Bank. The, Director.",118,"hathi",1901
"7300","CLARK, WALTER H., 313 Greenwich Street.",118,"hathi",1901
"7301","       W. L. Heermancc Storage & Refrigerating Co., Director.",118,"hathi",1901
"7302","CLARK, WALTER L., 13S Liberty Street.",118,"hathi",1901
"7303","       Nlles-Hemont-Pond    Co., Vice-President   and Director.",118,"hathi",1901
"7304","       Pond Machine Tool Co., Secretary and Director.",118,"hathi",1901
"7305","       Pratt & Whitney Co., The, Vice-President and Director.",118,"hathi",1901
"7306","CLARK, WILLIAM A., 43 Cedar Street.",118,"hathi",1901
"7307","       Butte Electric Railway Co., President and Director.",118,"hathi",1901
"7308","       Trust Co. of America, Director.",118,"hathi",1901
"7309","       United Verde & Pacific Railway Co., President and Director.",118,"hathi",1901
"7310","       United Verde Copper Co., President and Director.",118,"hathi",1901
"7311","       Waclark Wire Co., President and Director.",118,"hathi",1901
"7312","CLARK, WILLIAM E., 56 Bowery.",118,"hathi",1901
"7313","       Broadway Branch of The Corn Exchange Bank, Member of Advisory",118,"hathi",1901
"7314","           Board.",118,"hathi",1901
"7315","       Citizens' Insurance Co., Director.",118,"hathi",1901
"7316","       Citizens' Savings Bank, First Vice-President and Trustee.",118,"hathi",1901
"7317","CLARK, WILLIAM H., 1123 Broadway.",118,"hathi",1901
"7318","       Stat en Island Savings Bank, Second Vice-President and Trustee",118,"hathi",1901
"7319","CLARK, WILLIAM J., 44 Broad Street.",118,"hathi",1901
"7320","       Portchester Street Rallwav Co., Director.",118,"hathi",1901
"7321","CLARK, WILLIAM N., 170 William Street.",118,"hathi",1901
"7322","       Cereais Manufacturing Co., Director.",118,"hathi",1901
"7323","CLARKE, CHARLES C, 5 Vanderbilt Avenue.",118,"hathi",1901
"7324","       Buffalo, Erie Basin R.R. Co., Vice-President and Director.",118,"hathi",1901
"7325","       Carthage & Adirondack Railway, Director.",118,"hathi",1901
"7326","       Carthage, Watertown & Sackett's Harbor R.R., Director.",118,"hathi",1901
"7327","       Chester Creek R.R. Co., Director.",118,"hathi",1901
"7328","                                    [Continued.1",118,"hathi",1901
"7329","",118,"hathi",1901
"7330","                      DIRECTORY              OF DIRECTORS.                   110",119,"hathi",1901
"7331","",119,"hathi",1901
"7332","",119,"hathi",1901
"7333","       Clearfleld Bituminous Coal Corporation, Director.",119,"hathi",1901
"7334","       Dunkirk, Allegheny Valley * Pittsburg R.R. Co., Director.",119,"hathi",1901
"7335","       Gouverneur * Oswegatchie R.R., Director.",119,"hathi",1901
"7336","       Hudson River Bridge Co., Director.",119,"hathi",1901
"7337","       Jersey City & Bayonne R.R. Co., Director.",119,"hathi",1901
"7338","       Lincoln National Bank of the City of N. Y., Director.",119,"hathi",1901
"7339","       Michigan Midland & Canada R.R. Co., Director.",119,"hathi",1901
"7340","       Mohawk & Malone Railway Co., Director.",119,"hathi",1901
"7341","       Morris Run Coal Mining Co., Director.",119,"hathi",1901
"7342","       N. J. Junction R.R. Co., Director.",119,"hathi",1901
"7343","       N. J. Shore Line R.R. Co., Director.",119,"hathi",1901
"7344","       N. Y. & Harlem RJR., Director.",119,"hathi",1901
"7345","       N. Y. & Putnam R.R., Vice-President and Director.",119,"hathi",1901
"7346","       N. Y. Central & Hudson River R:R. Co., Director.",119,"hathi",1901
"7347","       N. Y. Central Niagara River R.R. Co., Vice-President and Director.",119,"hathi",1901
"7348","       Niagara Falis Branch R.R., Vice-President and Director.",119,"hathi",1901
"7349","       Niagara, Grand Island Bridge Co., Director.",119,"hathi",1901
"7350","       Niagara River Bridge Co., Director.",119,"hathi",1901
"7351","       Spuyten Duyvil & Port Morris R.R. Co., Vice-President and Director.",119,"hathi",1901
"7352","       Tivoli Hollow R.R., Director.",119,"hathi",1901
"7353","       Western Transit Co., Director.",119,"hathi",1901
"7354","       West Shore & International Bridge Co., Director.",119,"hathi",1901
"7355","       West Shore R.R., Director.",119,"hathi",1901
"7356","CLARKE, CHARLES E., 189 Broadway.",119,"hathi",1901
"7357","       American Safe Deposit Co., Trustee.",119,"hathi",1901
"7358","       Eureka Blotter Bath Co., Director.",119,"hathi",1901
"7359","CLARKE, CHARLES R., 343 Broadway.",119,"hathi",1901
"7360","       William Schwarzwaelder Co., Vice-President and Director.",119,"hathi",1901
"7361","CLARKE, CHARLES S., 160 Broadway.",119,"hathi",1901
"7362","       Metropolitan Investment Co., The, President and Director.",119,"hathi",1901
"7363","CLARKE, COURTLANDT C, 97 Chambers Street.",119,"hathi",1901
"7364","       Allerton-Clark Co., Treasurer and Director.",119,"hathi",1901
"7365","       Arcade File Works, The, Secretary, Treasurer and Director.",119,"hathi",1901
"7366","CLARKE, DUMONT, 128 Broadway.",119,"hathi",1901
"7367","       American Beet Sugar Co., Director.",119,"hathi",1901
"7368","        American Exchange National Bank, The, President and Director.",119,"hathi",1901
"7369","       American Felt Co., Director.",119,"hathi",1901
"7370","        British America Insurance Co., Director.",119,"hathi",1901
"7371","        Caledonian Insurance Co., Edinburgh, Trustee.",119,"hathi",1901
"7372","        Coaldale Mining Co., Director.",119,"hathi",1901
"7373","        Commercial Cable & Telegraph Co., Director.",119,"hathi",1901
"7374","        Commercial Cable Co., Director.",119,"hathi",1901
"7375","        Home Insurance Co., Director.",119,"hathi",1901
"7376","        Liberty National Bank, Director.",119,"hathi",1901
"7377","        Long Island R.R. Co., Director.",119,"hathi",1901
"7378","        N. Y. & Rockaway Beach Railway Co., Director.",119,"hathi",1901
"7379","        N. Y., Brooklyn & Manhattan Beach Railway Co., Director.",119,"hathi",1901
"7380","        N. Y. Clearing House Building Co., Director.",119,"hathi",1901
"7381","        Northern Pacific Railway Co., Director.",119,"hathi",1901
"7382","        Press Publishing Co., Vice-President and Trustee.",119,"hathi",1901
"7383","        U. S. Mortgage & Trust Co., Director,",119,"hathi",1901
"7384","CLARKE, E. P., 126 Liberty Street.",119,"hathi",1901
"7385","        J. Shepherd Clark Co., Director.",119,"hathi",1901
"7386","CLARKE, FABIUS M., 35 Nassau Street.",119,"hathi",1901
"7387","        Simplex Dairy Co., Director.",119,"hathi",1901
"7388","CLARKE,     FRED., Milis Building.",119,"hathi",1901
"7389","          Homestake    Mining     Co., Secretary   and Director.",119,"hathi",1901
"7390","CLARKE, GEORGE C.          328   Broadway.",119,"hathi",1901
"7391","          Colonial   Assurance    Co.,   Vice-President and Director.",119,"hathi",1901
"7392","                                          [Continued.]",119,"hathi",1901
"7393","",119,"hathi",1901
"7394","120        THE AUDIT OOMrAXY                     OF NEW YORK.",120,"hathi",1901
"7395","       Merchants' Trust Co., Director.",120,"hathi",1901
"7396","       National Broadway Bank, Director.",120,"hathi",1901
"7397","CLARKE, I. W., 99 John Street.",120,"hathi",1901
"7398","       Orford Copper Co., Treasurer and Director.",120,"hathi",1901
"7399","CLARKE, J. H.,   97 Fifth Avenue.",120,"hathi",1901
"7400","       Orinoka Milis, The, Secretary, Manager and Director.",120,"hathi",1901
"7401","CLARKE, J. R., 26 Broadway.",120,"hathi",1901
"7402","       Self-Windlng Clock Co., Secretary and Director.",120,"hathi",1901
"7403","CLARKE, J. WALTER, 160 Broadway.",120,"hathi",1901
"7404","       Metropolitan Investment Co., The, Secretary and Director.",120,"hathi",1901
"7405","CLARKE, JAMES WHEATON, 145 Centre Street.",120,"hathi",1901
"7406","       Rsx Fire Extinguisher Co., President and Director.",120,"hathi",1901
"7407","CLARKE, JOHN F., 130 Pearl Street.",120,"hathi",1901
"7408","       Manhattan & Jersey City Railway Co., Vice-President and Director.",120,"hathi",1901
"7409","CLARKE, JOHN V., 45 Broadway.",120,"hathi",1901
"7410","       Cobourg Water Co., President and Director.",120,"hathi",1901
"7411","       Ingersoll Water Co., Director.",120,"hathi",1901
"7412","       Le Valley Vitae Carbon Brush Co., President, Treasurer, Manager and",120,"hathi",1901
"7413","           Director.",120,"hathi",1901
"7414","       N. Y. & White Plains Suburban Water Co., President and Director.",120,"hathi",1901
"7415","       Waterford Water Co., Director.",120,"hathi",1901
"7416","       Waterloo Water Co., President and Director.",120,"hathi",1901
"7417","       Westchester County Water Works Co., Fresident and Director.",120,"hathi",1901
"7418","       Westchester Real Estate & Improvement Co., President and Director.",120,"hathi",1901
"7419","CLARKE, JOSEPH I. C, 159 West Ninety-iifth Street.",120,"hathi",1901
"7420","       Cuban-American Sugar & Timber Land Co., President and Director.",120,"hathi",1901
"7421","CLARKE. P. B., 71 Broadway.",120,"hathi",1901
"7422","       Automatic Coaling & Weighing Barge Co., Manager and Director.",120,"hathi",1901
"7423","       Caristadt Chemical Co., President and Director.",120,"hathi",1901
"7424","       Clarke Automatic Scales Co., President and Director.",120,"hathi",1901
"7425","       James S. Price Manufacturing Co., Director.",120,"hathi",1901
"7426","       La Porte Improvement Co., Director.",120,"hathi",1901
"7427","       La Porte Wharf & Channel Co., Director.",120,"hathi",1901
"7428","CLARKE, PAUL I., 12 Desbrosses Street.",120,"hathi",1901
"7429","       Philip Semmer Glass Co. (Limited), Treasurer and Director.",120,"hathi",1901
"7430","CLARKE, R. G., 25 East Houston Street.",120,"hathi",1901
"7431","       Liebenroth Co., The, Vice-President, Treasurer and Director.",120,"hathi",1901
"7432","CLARKE, SAMUEL J., Pier     36.   North River.",120,"hathi",1901
"7433","       Hanover Fire Insurance Co., Director.",120,"hathi",1901
"7434","CLARKE, WILL R., 156 Fifth Avenue.",120,"hathi",1901
"7435","       Celadon Roofing Tile Co., Secretary. Treasurer and Director.",120,"hathi",1901
"7436","CLARKE, WILLIAM C, S2 John Street.",120,"hathi",1901
"7437","       Gilbert & Barker Manufacturing Co., Treasurer and Director.",120,"hathi",1901
"7438","CLARKE. WILLIAM C, 280 Broadway.",120,"hathi",1901
"7439","       Judge Co., The, Director.",120,"hathi",1901
