"","text","page","method"
"2622","1859             438                   T .C. Halibu rton       C       Unopp .",173,"adobe"
"2623","1865             371                   A.H. Campbell           C       Unopp .",173,"adobe"
"2624","(Resignat ion]",173,"adobe"
"2625","1868                                   H .C. Lopes             C       Unopp .",173,"adobe"
"2626","(9/4)",173,"adobe"
"2627","1868             749                   H.C. Lopes              C       Unopp.",173,"adobe"
"2628","1874             790                   J.H. Deakin (Senr .I    C       453",173,"adobe"
"2629","                                       H .C. Drinkwater        L       216",173,"adobe"
"2630","(Election declared ""WOid",173,"adobe"
"2631","                       on petit ion]",173,"adobe"
"2632","1874             790                   J.H . Deakin (Junr .)   C       417",173,"adobe"
"2633","(3/71                                  J. Oingley              L       233",173,"adobe"
"2634","                                       H .S. Giffard           C         1",173,"adobe"
"2635","(Resignation]",173,"adobe"
"2636","1877             826                   Sir H .S. Giffard       C       392",173,"adobe"
"2637","(3/31                                  A. Collier              L       274",173,"adobe"
"2638","                                                       175",173,"adobe"
"2639","",173,"adobe"
"2640","                                  LAUNCESTON (99) (Cont.I",174,"adobe"
"2641","Election        Electors                                                        Pwty         Votes",174,"adobe"
"2642","1880            842                 Sir H.S. Giffard                            C            439",174,"adobe"
"2643","                                    A. Collier                                  L            334",174,"adobe"
"2644","(Resignation on appointmen t as Lord Chancellor and elevation to the PH rage - Lord Halsbury I",174,"adobe"
"2645","1885            953•                R.E . Webster                               C            417",174,"adobe"
"2646","(4/71                               W. Peth ick                                 L            374",174,"adobe"
"2647","Petit ion :-",174,"adobe"
"2648","  1874 :        Vold elect i on",174,"adobe"
"2649","                                                  176",174,"adobe"
"2650","",174,"adobe"
"2651","                                                LEEDS (100)",175,"adobe"
"2652","                              (Two   •at•until 1868; three ••ts   from 1868)",175,"adobe"
"2653","Election           Electors             Candidate                              Party   Vota1",175,"adobe"
"2654","1832               4,171                J . Marshall                           L       2 ,012",175,"adobe"
"2655","                                       tT.B . Macaulay                         L       1,984",175,"adobe"
"2656","                                       tM .T. Sadler                           C       1,596",175,"adobe"
"2657","(Retignetion of Macauley on appointment es• Meni>er of the Council of India)",175,"adobe"
"2658","1834               5,062                E. Bain• (Senr.l                       L       1,951",175,"adobe"
"2659","(17/21                                  Sir J . Beckett, Bt .                  C       1,917",175,"adobe"
"2660","                                        J . Bower                              L          24",175,"adobe"
"2661","1835               4 ,774               Sif J . Beckett , Bt .                 C       1,941",175,"adobe"
"2662","                                        E. Bainn (Senr.l                       L       1,803",175,"adobe"
"2663","                                        W. Brougham                            L       1,666",175,"adobe"
"2664","                                        J .P. Tempest                          C            4",175,"adobe"
"2665","1837               5,579                E. Baines (Senr.l                      L       2.028",175,"adobe"
"2666","                                        Sir W. Molesworth, Bt.                 L       1.880",175,"adobe"
"2667","                                        Sir J . Beckett , Bt .                 C       1,759",175,"adobe"
"2668","1841               6,316                W. Beckett                             C       2 ,076",175,"adobe"
"2669","                                        W. Aldam                               L       2,043",175,"adobe"
"2670","                                        J.Hume                                 L       2,033",175,"adobe"
"2671","                                        Viscount Joce lyn                      C       1,926",175,"adobe"
"2672","1847               6,300                W. Beckett                             C       2,529",175,"adobe"
"2673","                                        J .G. Marshall                         L       2,172",175,"adobe"
"2674","                                        J . Sturge                             L       1,978",175,"adobe"
"2675","1852               6,406                Sir G. Goodman                         L       2 ,344",175,"adobe"
"2676","                                        M.T. Baines                            L       2,311",175,"adobe"
"2677","                                        A. Hall                                C       1,132",175,"adobe"
"2678","                                        T . Sidney                             C       1,089",175,"adobe"
"2679","[Appointment of Baines as President of the Poor Law Board)",175,"adobe"
"2680","1853                                    M.T. Baines                            L       Unopp .",175,"adobe"
"2681","(J/11",175,"adobe"
"2682","[Appointment of Baines as Chancellor of the Duchy of Lancaster I",175,"adobe"
"2683","1856                                    M.T . Baines                           L       Unopp.",175,"adobe"
"2684","(6/21",175,"adobe"
"2685","1857               6,204                M.T. Baines                            L       2 ,329",175,"adobe"
"2686","                                        A. Hall                                C       2.237",175,"adobe"
"2687","                                        J .A. Mills                            L       2,143",175,"adobe"
"2688","[Death of Hall )",175,"adobe"
"2689","1857               6.204                G .S. Beecroft                         C       2.070",175,"adobe"
"2690","(5/61                                   J .A. Mills                            L       2.064",175,"adobe"
"2691","1859               5.945                E. Baines (Junr.l                      L        2,343",175,"adobe"
"2692","                                        G .S. Beecroft                         C        2,302",175,"adobe"
"2693","                                        W.E. Forster                           L        2,280",175,"adobe"
"2694","                                                         177",175,"adobe"
"2695","",175,"adobe"
"2696","                                         LEEDS (100)   (Cont.)",176,"adobe"
"2697","                             (Two 11atsuntil 1868; three teats from 1868)",176,"adobe"
"2698","Election          Electors             Candidate                            Party    Votn",176,"adobe"
"2699","1865              7 ;217               G .S. Beeaoft                        C        3.223",176,"adobe"
"2700","                                       E. Bain• (Jonr.l                     L        3,045",176,"adobe"
"2701","                                       Viscount Ambereley                   L        2,902",176,"adobe"
"2702","1868             39,244                E. Baines (Junr.l                    L       15,9•'1",176,"adobe"
"2703","                                       A.M. Carter                          L       15,105",176,"adobe"
"2704","                                       W. St.J. Wheelhou•                   C        9,437",176,"adobe"
"2705","                                       Sir A. Fa irba irn                   L        5,668",176,"adobe"
"2706","                                       Hon . A. Duncombe                    C        5,621",176,"adobe"
"2707","1874             45,991                A.M. Carter                          L       15,390",176,"adobe"
"2708","                                       W.St.J. Wheelho use                  C       14,864",176,"adobe"
"2709","                                       A. Tennent                           C       13,194",176,"adobe"
"2710","                                       E. Baines (Junr.)                    L       11,850",176,"adobe"
"2711","                                       F.R. Lees                            L        5,954",176,"adobe"
"2712","I Relignation of Carte r I",176,"adobe"
"2713","1876             48,313                J . Barran                           L       16,672",176,"adobe"
"2714","(15/8)                                 W.L. Jackson                         C       13,774",176,"adobe"
"2715","1880             49 .000               W.E. Gledstone                       L       24 ,622",176,"adobe"
"2716","                                       J . Barran                           L       23,647",176,"adobe"
"2717","                                       W .L. Jackson                        C       13,331",176,"adobe"
"2718","                                       W.St.J . Wheelhouse                  C       11,965",176,"adobe"
"2719","(Gladstone elects to sit for Edinburghsh ire J",176,"adobe"
"2720","1880                                   H.J. Gledstone                       L        Unopp .",176,"adobe"
"2721","(10/5)",176,"adobe"
"2722","(Appointme nt of Glads tone as a Lord Commiaioner of the Trea111ryI",176,"adobe"
"2723","1881                                   H.J. Gledstone                       L        Unopp .",176,"adobe"
"2724","(24/8)",176,"adobe"
"2725","                                                      178",176,"adobe"
"2726","",176,"adobe"
"2727","                                            LEICESTER (101]",177,"adobe"
"2728","                                               (Two Seau)",177,"adobe"
"2729","E .. ction       E.. ctors              Candldatl                                      Party   Vows",177,"adobe"
"2730","1832             3.1)63                tW . E141ns                                     L       1,663",177,"adobe"
"2731","                                       tW . Ellis                                      L       1.527",177,"adobe"
"2732","                                        J .W.B. Leigh                                  C       1,266",177,"adobe"
"2733","1835             3,049                 E. Goul burn                                    C       1,484",177,"adobe"
"2734","                                       T . Gladstone                                   C       1,475",177,"adobe"
"2735","                                       W. Ewns                                         L       1,352",177,"adobe"
"2736","                                       W. Ellis                                        L       1,314",177,"adobe"
"2737","1837             3.569                  S. Duckworth                                   L       1,816",177,"adobe"
"2738","                                        J . Easthope                                   L       1,816",177,"adobe"
"2739","                                        E . Goulburn                                   C       1,454",177,"adobe"
"2740","                                        T. Gladstone                                   C       1,453",177,"adobe"
"2741","(Resignat ion of Duckwor t h on appo intment    111    Master of the Court of Chance ry)",177,"adobe"
"2742","1839             3.581""                 W. Ellis                                       L       1,666",177,"adobe"
"2743","(22/31                                  C .H. Frewen                                   C       1,371",177,"adobe"
"2744","1841             3,687""                 J . Easthope                                   L       Uno pp .",177,"adobe"
"2745","                                        W. Ellis                                       L       Unopp.",177,"adobe"
"2746","1847             4,241                  Sir J . Walmsley                               L       1,671",177,"adobe"
"2747","                                        A. Gardner                                     L       1,6.21",177,"adobe"
"2748","                                        J. Parker                                      C       1,421",177,"adobe"
"2749","(Election declared 110idon petition)",177,"adobe"
"2750","1848                                    J . Ellis                                      L       Unopp .",177,"adobe"
"2751","(2/91                                   A . Harris                                     L       Unopp.",177,"adobe"
"2752","1852             3,853                  Sir J . Walmsley                               L       1,673",177,"adobe"
"2753","                                        A . Gardner                                    L       1,673",177,"adobe"
"2754","                                        J .P. W ilde                                   L       1. 116",177,"adobe"
"2755","                                        G . Palmer                                     L       1,114",177,"adobe"
"2756","(Death of Gardner   I",177,"adobe"
"2757","1856                                    J . Biggs                                      L       Unopp .",177,"adobe"
"2758","(18/ 61",177,"adobe"
"2759","1857             4,162                  J .D. Harris                                   L       1,618",177,"adobe"
"2760","                                        J . Biggs                                      L       1,603",177,"adobe"
"2761","                                        Sir J . Walmsley                               L       1,440",177,"adobe"
"2762","1859             4,207                  J . Biggs                                      L       1,584",177,"adobe"
"2763","                                        J .W. Noble                                    L       1,496",177,"adobe"
"2764","                                        W.U. Heygate                                   C       1,476",177,"adobe"
"2765","                                        J.D . Harris                                   L       1,397",177,"adobe"
"2766","[Death of Noble I",177,"adobe"
"2767","1861             3,965""                 W.U. Heygate                                   C       1.596",177,"adobe"
"2768","(7/21                                   J .D. Harris                                       L   1,033",177,"adobe"
"2769","                                        P.A . Taylor                                       L     97?",177,"adobe"
"2770","                                                         179",177,"adobe"
"2771","",177,"adobe"
"2772","                                 LEICESTER         [101)   (Cont.)",178,"adobe"
"2773","                                         (Two Seats)",178,"adobe"
"2774","Election        Electors         Candidate                           Party   Vo1B1",178,"adobe"
"2775","[Resignation of Biggs)",178,"adobe"
"2776","1862                             P.A. Taylor                         L       Unopp .",178,"adobe"
"2777","(17/21",178,"adobe"
"2778","1865            4,762            J.O. Harris                         L       2.295",178,"adobe"
"2779","                                 P.A. Taylor                         L       2,199",178,"adobe"
"2780","                                 W.U. Heygate                        C       1.945",178,"adobe"
"2781","1868           15,161            P.A. Taylor                         L       7,148",178,"adobe"
"2782","                                 J.O. Harris                         L       6.876",178,"adobe"
"2783","                                 J.B . Greene                        L       2.49-4",178,"adobe"
"2784","1874           17,069            P.A. Taylor                         L       7,-408",178,"adobe"
"2785","                                 A. McArthur                         L       7.283",178,"adobe"
"2786","                                 J .H.B. Warner                      C       5,615",178,"adobe"
"2787","1880           18.808            P.A. Taylor                         L       10,675",178,"adobe"
"2788","                                 A . McArthur                        L       10,438",178,"adobe"
"2789","                                 W. Winterton                        C        4,186",178,"adobe"
"2790","                                 J.H.B . Warner                      C        3.820",178,"adobe"
"2791","(Resignation of Taylor)",178,"adobe"
"2792","1884                             J.A. Picton                         L        Unopp.",178,"adobe"
"2793","(27/61",178,"adobe"
"2794","Petitions:-",178,"adobe"
"2795","  1837 :         Di1ml1Md",178,"adobe"
"2796","  1847 :         Vold election",178,"adobe"
"2797","  1852 :         Di1ml11ed",178,"adobe"
"2798","                                                  180",178,"adobe"
"2799","",178,"adobe"
"2800","                                       LEOMINSTER (102)",179,"adobe"
"2801","                             (Two Natl until 1868; one •at from 1868)",179,"adobe"
"2802","Election         Electors           Candlcla1e                                    Party   Vot111",179,"adobe"
"2803","1832             779                T. Bish                                       L       Unopp.",179,"adobe"
"2804","                                   t Lord Hot ham                                 C       Unopp.",179,"adobe"
"2805","1835             694                T . Bish                                      L       Unopp.",179,"adobe"
"2806","                                    Lord Hotham                                   C       Unopp.",179,"adobe"
"2807","1837             671                Lord Hotham                                   C       395",179,"adobe"
"2808","                                    C. Greenaway                                  L       364",179,"adobe"
"2809","                                    J . Wigram                                    C       266",179,"adobe"
"2810","1841             619                 C. GrNneway                                  L       Unopp .",179,"adobe"
"2811","                                    J. Wigram                                     C       Unopp .",179,"adobe"
"2812","(Resignation of Wigram on appointment as Vice-Chancellor    I",179,"adobe"
"2813","1842                                 G . Arkwright                                C       Unopp.",179,"adobe"
"2814","(8/21",179,"adobe"
"2815","(R•ignation   of GrNnaway]",179,"adobe"
"2816","1845                                 H. Barkly                                    C       Unopp.",179,"adobe"
"2817","(26/41",179,"adobe"
"2818","1847             631                 G. Arkwright                                 C       Unopp .",179,"adobe"
"2819","                                     H. Barkly                                    C       Unopp.",179,"adobe"
"2820","(Resignation of Barkly on appointment as Go1111rnor",179,"adobe"
"2821","                                                  of British Guiana)",179,"adobe"
"2822","1849                                 F . Peel                                     C       Unopp.",179,"adobe"
"2823","(6/21",179,"adobe"
"2824","1852             551                 G. Arkwright                                 C       260",179,"adobe"
"2825","                                     J .G. Phillimore                             L       206",179,"adobe"
"2826","                                     J.P. Willoughby                              C       190",179,"adobe"
"2827","(Death of Arkwright I",179,"adobe"
"2828","1856             387                 G . Hardy                                    C       179",179,"adobe"
"2829","(19/21                               J. Campbell                                  L       101",179,"adobe"
"2830","1857             370                 G. Hardy                                     C       Unopp .",179,"adobe"
"2831","                                     J.P. Willoughby                              C       Unopp.",179,"adobe"
"2832","IR•ignation   of Willoughby on appointment as a Member of the Council of India]",179,"adobe"
"2833","1858                                 Hon . C.S.B. Hanbury                         C       Unopp .",179,"adobe"
"2834","(22/101",179,"adobe"
"2835","                                                                                  '",179,"adobe"
"2836","1859             392                 G . Hardy                                    C       Unopp.",179,"adobe"
"2837","                                     Hon . C.S.B. Hanbury (L1mnoxl                C       Unopp .",179,"adobe"
"2838","1865             367                 A.Walsh                                      C       214",179,"adobe"
"2839","                                     G. Hardy                                     C       208",179,"adobe"
"2840","                                     J . Hindmarch                                L       137",179,"adobe"
"2841","                                                     181",179,"adobe"
"2842","",179,"adobe"
"2843","                                 TOWER HAMLETS (9)              (Cont.)",17,"adobe"
"2844","                                         (Two Seats)",17,"adobe"
"2845","Election         Electors              Candid••                                    Party    VotH",17,"adobe"
"2846","(Appointment   of Ayrton    as First Commissioner of Works and Public Buildings)",17,"adobe"
"2847","1869                                   A.S. Ayrton                                 L         Unopp.",17,"adobe"
"2848","(8/11)",17,"adobe"
"2849","1874             32,937                C.T. Ritchie                                C        7,228",17,"adobe"
"2850","                                       J.D'A Samuda                                L        5,900",17,"adobe"
"2851","                                       E.H. Currie                                 L        5,022",17,"adobe"
"2852","                                       A.S. Ayrton                                 L        3,202",17,"adobe"
"2853","                                       F.A. Max•                                   L        2,992",17,"adobe"
"2854","1880             41,042                J. Bryce                                    L        12,020",17,"adobe"
"2855","                                       C.T. Ritchie                                C        11,720",17,"adobe"
"2856","                                       J .D' A Samuds                              L        10,384",17,"adobe"
"2857","                                       8. Lucraft                                  LIL.ab    5,103",17,"adobe"
"2858","                                                     19",17,"adobe"
"2859","",17,"adobe"
"2860","                                         LEOMINSTER (102) (Cont.I",180,"adobe"
"2861","                                    (Two seats until 1868; one seat from 1868)",180,"adobe"
"2862","Ellc:tion             Ellc:tors                    Candidate                     Party   Votes",180,"adobe"
"2863","[ Hardy elects to sit for Oxford Uniwrsity             I",180,"adobe"
"2864","1866                                               R. Arkwright                  C       Unopp .",180,"adobe"
"2865","(26/2)",180,"adobe"
"2866","[Resignation of Walsh in order to contest Radnor shire I",180,"adobe"
"2867","1868                                               Viscount Mahon                C       Unopp .",180,"adobe"
"2868","(27/4)",180,"adobe"
"2869","1868                  882                          R. Arkw right                 C       432",180,"adobe"
"2870","                                                   T. Spinks                     L       174",180,"adobe"
"2871","1874                  905                          R. Arkwright                  C       Unopp .",180,"adobe"
"2872","[ Resignation     I",180,"adobe"
"2873","1876                  927                          T . Blake                     L       434",180,"adobe"
"2874","(16/2)                                             Hon. C.S.B. H.K . Lennox      C       349",180,"adobe"
"2875","1880                  900                          J. Rankin                     C       457",180,"adobe"
"2876","                                                   T. Blake                      L       355",180,"adobe"
"2877","Pet itions:-",180,"adobe"
"2878","         1852 :       W i thdrawn    (Phillimore     only)",180,"adobe"
"2879","         1880 :       Withdrawn",180,"adobe"
"2880","                                                                   182",180,"adobe"
"2881","",180,"adobe"
"2882","                                            LEWES [103)",181,"adobe"
"2883","                              (Two seats until 1868; one seat from 1868)",181,"adobe"
"2884","Election           Electors            Candidate                           Party   Votes",181,"adobe"
"2885","1832               878                tSir C .R. Blunt, Bt.                L       Unopp.",181,"adobe"
"2886","                                      tT.R. Kemp                           L       Unopp.",181,"adobe"
"2887","1835               761                 Sir C.R. Blunt, Bt.                 L       511",181,"adobe"
"2888","                                       T.R. Kemp                           L       382",181,"adobe"
"2889","                                       Hon . H . Fitzroy                   C       359",181,"adobe"
"2890","[Resignation of Kemp)",181,"adobe"
"2891","1837               842                 Hon. H. Fitzroy                     C       397",181,"adobe"
"2892","(21/4)                                 J. Easthope                         L       371",181,"adobe"
"2893","1837               842                 Sir C .R . Blunt, Bt .              L       413",181,"adobe"
"2894","                                       Hon. H. Fitzroy                     C       401",181,"adobe"
"2895","                                       Hon . T. Brand                      L       398",181,"adobe"
"2896","                                       W. Lyon                             C       343",181,"adobe"
"2897","[Death of Blunt)",181,"adobe"
"2898","1840                                   Viscount Cantelupe                  C       Unopp .",181,"adobe"
"2899","(9/31",181,"adobe"
"2900","1841               853               • ·s . Harford                        L       411",181,"adobe"
"2901","                                       H. Elphinstone                      L       409",181,"adobe"
"2902","                                      *Hon. H. Fitzroy                     C       407",181,"adobe"
"2903","                                       Viscount Cantelupe                  C       388",181,"adobe"
"2904","[Appointment    of Fitzroy as a Cilril Lord of the Admiralty    I",181,"adobe"
"2905","1845                                    Hon. H . Fitzroy                   C       Unopp.",181,"adobe"
"2906","(17/2)",181,"adobe"
"2907","IResignation   of EIphi nstone I",181,"adobe"
"2908","1847                                    R. Perfect                         L       Unopp.",181,"adobe"
"2909","(17/3)",181,"adobe"
"2910","1847               866                 Hon . H. Fitzroy                    C       457",181,"adobe"
"2911","                                       R. Perfect                          L       402",181,"adobe"
"2912","                                       J.G.B . Hudson                      C       207",181,"adobe"
"2913","                                       Lord Henry Loftus                   C       143",181,"adobe"
"2914","1852               713                  Hon. H.B.W. Brand                  L       Unopp.",181,"adobe"
"2915","                                        Hon. H. Fitzroy                    C       Unopp.",181,"adobe"
"2916","(Appointment    of Brand as a Lord Commiaioner of the Treasury I",181,"adobe"
"2917","1855                                    Hon. H.B.W. Brand                  L       Unopp.",181,"adobe"
"2918","(5/4)",181,"adobe"
"2919","1857               724                  Hon. H.B.W . Brand                 L       Unopp.",181,"adobe"
"2920","                                        H. Fitzroy                         L       Unopp.",181,"adobe"
"2921","                                                      183",181,"adobe"
"2922","",181,"adobe"
"2923","                                      LEWES (103) (Cont.)",182,"adobe"
"2924","                             (Two .. u until 1868; one seatfrom 1868)",182,"adobe"
"2925","Election         Elec:ton             C.ndidat9                                           Party            Votes",182,"adobe"
"2926","1859                 897              H. Fitzroy                                          L                339",182,"adobe"
"2927","                                      Hon. H.B.W. Brand                                   L                338",182,"adobe"
"2928","                                      R.P. Amphlett                                       C                200",182,"adobe"
"2929","                                      Sir C.W. Blunt, Bt.                                 C                189",182,"adobe"
"2930","(Appointment of Fitzroy as First Commiuioner of Works and Public Buildings)",182,"adobe"
"2931","1859                                  H. Fitzroy                                          L                Unopp .",182,"adobe"
"2932","(27/61",182,"adobe"
"2933","(Death of Fitzroy)",182,"adobe"
"2934","1860                                  J .G. Blencowe                                       L               Unopp.",182,"adobe"
"2935","I 16/1 I",182,"adobe"
"2936","1865                 676              H.B.W. Brand                                        L                325",182,"adobe"
"2937","                                      Lord Pelham                                         L                324",182,"adobe"
"2938","                                      W.L. Christie                                       C                292",182,"adobe"
"2939","                                      Sir A.F.A . Slade, Bt.                              C                232",182,"adobe"
"2940","1868             1,350t               Lord Pelham                                         L                601",182,"adobe"
"2941","                                      W.L. Christie                                       C                587",182,"adobe"
"2942","1874             1,430                W.L. Christie                                       C                772",182,"adobe"
"2943","                                      A. Cohen                                            L                500",182,"adobe"
"2944","1880             1,459                W.L. Christie                                       C                717",182,"adobe"
"2945","                                      Sir W.J. Codrington                                 L                580",182,"adobe"
"2946","Pet itio ns :-",182,"adobe"
"2947","       1841 :    Election of Herford dec:lered void.   Fitz r oy du ly elected after scrutiny.    Pet ition egeinst",182,"adobe"
"2948","                 Elphlnstone dlsmlsaed",182,"adobe"
"2949","       1865:     Withdrawn",182,"adobe"
"2950","                                                   184",182,"adobe"
"2951","",182,"adobe"
"2952","                                        LICHFIELD (104)",183,"adobe"
"2953","                             (Two seats until 1868; one seat from 1868)",183,"adobe"
"2954","Election         Electors            Caiw:lld••                               Party   Vowa",183,"adobe"
"2955","1832            861                 tSir E.D. Scott, Bt.                      L       497",183,"adobe"
"2956","                                    tSir G. Anson                             L       373",183,"adobe"
"2957","                                      F. Finch                                L       167",183,"adobe"
"2958","1835            695                  Sir G . Anson                            L       490",183,"adobe"
"2959","                                     Sir E.D. Scott, Bt .                     L       414",183,"adobe"
"2960","                                     F. Finch                                 L       232",183,"adobe"
"2961","1837            901                  SirG.Ant0n                               L       Unopp .",183,"adobe"
"2962","                                     Lord Alfred Paget                        L       Unopp .",183,"adobe"
"2963","1841            646                  Sir G. Anson                             L       381",183,"adobe"
"2964","                                     Lord Alfred Paget                        L       289",183,"adobe"
"2965","                                     R. Oyott                                 C       281",183,"adobe"
"2966","[Resignation of Anson)",183,"adobe"
"2967","1841                                 Lord le11eSon                            L       Unopp .",183,"adobe"
"2968","(15/9)",183,"adobe"
"2969","(Succauion of le118Sonto the Peerage - Earl Granville)",183,"adobe"
"2970","1846                                 Hon . E.M .L. Mostyn                     L       Unopp.",183,"adobe"
"2971","131/1 I",183,"adobe"
"2972","(Appointment   of Paget as Chief Equerry   andClerk Manhal to Her Majesty J",183,"adobe"
"2973","1846                                 Lord Alfred Paget                        L       Unopp .",183,"adobe"
"2974","( 15/71",183,"adobe"
"2975","1847            947                  V iscount An10n                          L       Unopp .",183,"adobe"
"2976","                                     Lord Alfred Paget                        L       Unopp.",183,"adobe"
"2977","1852            836                  Viscount Anson                           L       369",183,"adobe"
"2978","                                     Lord Alfred Paget                        L       320",183,"adobe"
"2979","                                     R.B. Follett                             C       224",183,"adobe"
"2980","(Appointment   of Paget as Chief Equerry and Clerk Marshal to Her Majesty I",183,"adobe"
"2981","1853                                 Lord Alfred Paget                        L       Unopp .",183,"adobe"
"2982","(5/11",183,"adobe"
"2983","[Succession of Anson to the Peerage - Earl of Lichfield     I",183,"adobe"
"2984","1854                                 Lord Waterpark                           L       Unopp.",183,"adobe"
"2985","(9/51",183,"adobe"
"2986","(Resignation of Waterpark)",183,"adobe"
"2987","1856                                 Viscount Sandon                          C       Unopp .",183,"adobe"
"2988","(30/5)",183,"adobe"
"2989","1857             600                 Lord Alfred Paget                        L       Unopp .",183,"adobe"
"2990","                                     Viscount Sandon                          L       Unopp .",183,"adobe"
"2991","                                                    185",183,"adobe"
"2992","",183,"adobe"
"2993","                                       LICHFIELD (104) (Cont.)",184,"adobe"
"2994","                              (Two seats until 1868; one seat from 1868)",184,"adobe"
"2995","Election         Electort               Candldata                                Party   Votn",184,"adobe"
"2996","1859               737                  Hon . A .H.A. Anson                      L       Unopp.",184,"adobe"
"2997","                                        Lord Alfred Paget                        L       Unopp .",184,"adobe"
"2998","(Appointment    of Paget as Chief Equerry and Clerk Marshal to Her Majesty   I",184,"adobe"
"2999","1859                                    Lord Alfred Paget                        L       Unopp .",184,"adobe"
"3000","(6nl",184,"adobe"
"3001","1865               564                  Hon. A.H .A. Anson                       L       302",184,"adobe"
"3002","                                        A. Dyott                                 C       257",184,"adobe"
"3003","                                        Lord Alfred Paget                        L       209",184,"adobe"
"3004","1868              1,320                 A . Oyott                                C       525",184,"adobe"
"3005","                                        Hon . A .H.A. Anson                      L       474",184,"adobe"
"3006","1874              1,312                 A . Dyott                                C       571",184,"adobe"
"3007","                                        C. Simpson                               L       440",184,"adobe"
"3008","1880              1,374                 A . Dyott                                C       553",184,"adobe"
"3009","                                        Sir J . Swinburne, Bt .                  L       537",184,"adobe"
"3010","(Election delcared void on petition)",184,"adobe"
"3011","1880              1,374                 T .J . Lewtt                             C       578",184,"adobe"
"3012","(19/71                                  Sir J . Swinburne. Bt .                  L       544",184,"adobe"
"3013","Petitio ns: -",184,"adobe"
"3014","       1841 :     DlsmllNd    (Paget only)",184,"adobe"
"3015","       1865 :    Withdrawn (Oyott on ly)",184,"adobe"
"3016","       1868 :     Olsmisted",184,"adobe"
"3017","       1880 :     Void election",184,"adobe"
"3018","                                                       186",184,"adobe"
"3019","",184,"adobe"
"3020","                                         LINCOLN (105}",185,"adobe"
"3021","                                           (Two Seats)",185,"adobe"
"3022","Election         EIKtors            Candida•                      Party   Vo••",185,"adobe"
"3023","1832             1.043             tG.F. Henaage                  L       543",185,"adobe"
"3024","                                   tE.G.E .L. Bulwer              L       490",185,"adobe"
"3025","                                   tC.D .W. Sibthorp              C       402",185,"adobe"
"3026","1835             1,124              C.D.W. Sibthorp               C       566",185,"adobe"
"3027","                                    E.G.E .L. Bulwer              L       406",185,"adobe"
"3028","                                    Hon. C.B. PhiPt:11            L       335",185,"adobe"
"3029","1837             1,041              C.D.W. Sibthorp               C       514",185,"adobe"
"3030","                                    E.G.E.L. Bulwer               L       436",185,"adobe"
"3031","                                    Hon. H. Ellis                 C       392",185,"adobe"
"3032","                                    C.H. Churchill                L       330",185,"adobe"
"3033","1841             1,064·             C.D.W. Sibthorp               C       541",185,"adobe"
"3034","                                    W.R . Collett                 C       481",185,"adobe"
"3035","                                    Sir E.G.E.L. Bulwer. Bt.      L       443",185,"adobe"
"3036","                                    C. Seely                      L       3«>",185,"adobe"
"3037","1847             1,271              C.D .W. Sibthorp              C       669",185,"adobe"
"3038","                                    C. Seely                      L       518",185,"adobe"
"3039","                                    Sir E.G.E .L.B. Lytton, Bt.   L       436",185,"adobe"
"3040","                                    W.R. Collett                  C       278",185,"adobe"
"3041","(Election of SNIY declared wid on petition)",185,"adobe"
"3042","1848             1,271              T .B. Hobhouse                L       552",185,"adobe"
"3043","(16/3)                              L.C. Humfrey                  C       505",185,"adobe"
"3044","1852             1,363              C.D .W. Sibthorp              C       840",185,"adobe"
"3045","                                    G.F . Heneege                 C       661",185,"adobe"
"3046","                                    C.S.ly                        L       478",185,"adobe"
"3047","(Death of Sibthorp)",185,"adobe"
"3048","1856                                G .T .W. Sibthorp             C       Unopp.",185,"adobe"
"3049","(16/11",185,"adobe"
"3050","1857             1,405              G.T .W. Sibthorp              C       829",185,"adobe"
"3051","                                    G .F. Heneage,                L       641",185,"adobe"
"3052","                                    J.H . Palmer                  L       541",185,"adobe"
"3053","1859             1,435              G.T.W. Sibthorp               C       740",185,"adobe"
"3054","                                    G .F. Heneage                 L       658",185,"adobe"
"3055","                                    J.H. Palmer                   L       629",185,"adobe"
"3056","(Death of Sibthorp)",185,"adobe"
"3057","1861                                C. Seely                      L       Unopp .",185,"adobe"
"3058","19/11I",185,"adobe"
"3059","(Resignation of Heneage)",185,"adobe"
"3060","1862             1,490              J.B . Moore                   C       715",185,"adobe"
"3061","( 12/2)                             J .H. Palmer                  L       690",185,"adobe"
"3062","                                                   187",185,"adobe"
"3063","",185,"adobe"
"3064","                                          LINCOLN (105) (Cont.I",186,"adobe"
"3065","                                               (Two Seats)",186,"adobe"
"3066","Election         Electon                  Candidate               P1r1Y   Vot•",186,"adobe"
"3067","1866             1,713                    C. Seely                L         878",186,"adobe"
"3068","                                          E. Heneage              L         870",186,"adobe"
"3069","                                          J .B. Moore             C         766",186,"adobe"
"3070","1868             4,243                    J .H. Palmer            L       Unopp .",186,"adobe"
"3071","                                          C. Seely                L       Unopp.",186,"adobe"
"3072","1874             4,689                    E, Chaplin              C       2,107",186,"adobe"
"3073","                                          C. Seely                L       1,907",186,"adobe"
"3074","                                          J.H. Palmer             L       1,784",186,"adobe"
"3075","1880             6,402                    C. Seely                L       3 ,401",186,"adobe"
"3076","                                          J.H . Palmer            L       3,128",186,"adobe"
"3077","                                          E. Chaplin              C       2,190",186,"adobe"
"3078","[Death of Palmer I",186,"adobe"
"3079","1884             6 ,769                   J . Rust on             L       3,234",186,"adobe"
